,hors,ws,wd,anno,mes,wp1
33780,37,2.57,30.73,2010,6,0.281
33781,38,2.75,26.88,2010,6,0.361
33782,39,3.05,26.22,2010,6,0.41600000000000004
33783,40,3.27,28.77,2010,6,0.551
33784,41,3.37,33.0,2010,6,0.596
33785,42,3.34,37.56,2010,6,0.632
33786,43,3.21,41.33,2010,6,0.456
33787,44,3.19,42.52,2010,6,0.24600000000000002
33788,45,3.57,39.27,2010,6,0.29100000000000004
33789,46,4.57,33.58,2010,6,0.361
33790,47,5.97,30.34,2010,6,0.541
33791,48,7.37,30.69,2010,6,0.386
33816,25,2.47,28.64,2010,6,0.281
33817,26,2.67,26.55,2010,6,0.361
33818,27,3.01,24.95,2010,6,0.41600000000000004
33819,28,3.3,25.65,2010,6,0.551
33820,29,3.5,27.72,2010,6,0.596
33821,30,3.6,30.17,2010,6,0.632
33822,31,3.63,32.39,2010,6,0.456
33823,32,3.8,34.1,2010,6,0.24600000000000002
33824,33,4.38,34.86,2010,6,0.29100000000000004
33825,34,5.5,34.8,2010,6,0.361
33826,35,6.84,35.01,2010,6,0.541
33827,36,7.95,36.18,2010,6,0.386
33828,37,8.5,38.56,2010,6,0.321
33829,38,8.53,41.42,2010,6,0.326
33830,39,8.18,43.84,2010,6,0.201
33831,40,7.55,45.13,2010,6,0.175
33832,41,6.78,46.83,2010,6,0.436
33833,42,6.07,51.73,2010,6,0.376
33834,43,5.66,62.03,2010,6,0.276
33835,44,5.61,74.21,2010,6,0.18
33836,45,5.6,83.71,2010,6,0.18
33837,46,5.24,89.1,2010,6,0.21600000000000003
33838,47,4.54,92.73,2010,6,0.221
33839,48,3.73,97.85,2010,6,0.19
33864,25,7.71,49.02,2010,6,0.321
33865,26,7.77,46.7,2010,6,0.326
33866,27,7.55,46.8,2010,6,0.201
33867,28,7.2,51.73,2010,6,0.175
33868,29,6.95,60.32,2010,6,0.436
33869,30,6.93,69.52,2010,6,0.376
33870,31,7.05,76.37,2010,6,0.276
33871,32,7.0,80.87,2010,6,0.18
33872,33,6.46,84.22,2010,6,0.18
33873,34,5.3,88.01,2010,6,0.21600000000000003
33874,35,3.87,94.7,2010,6,0.221
33875,36,2.69,108.84,2010,6,0.19
33876,37,2.24,130.31,2010,6,0.311
33877,38,2.34,145.0,2010,6,0.125
33878,39,2.51,147.19,2010,6,0.21100000000000002
33879,40,2.53,139.39,2010,6,0.175
33880,41,2.53,126.63,2010,6,0.105
33881,42,2.54,115.14,2010,6,0.11
33882,43,2.5,109.1,2010,6,0.13
33883,44,2.52,106.77,2010,6,0.105
33884,45,2.88,105.77,2010,6,0.12
33885,46,3.73,104.86,2010,6,0.195
33886,47,4.7,105.11,2010,6,0.231
33887,48,5.31,107.22,2010,6,0.16
33912,25,3.19,107.78,2010,6,0.311
33913,26,2.51,123.85,2010,6,0.125
33914,27,2.18,137.68,2010,6,0.21100000000000002
33915,28,2.13,140.75,2010,6,0.175
33916,29,2.2,134.43,2010,6,0.105
33917,30,2.31,124.54,2010,6,0.11
33918,31,2.39,114.87,2010,6,0.13
33919,32,2.56,107.24,2010,6,0.105
33920,33,2.97,104.16,2010,6,0.12
33921,34,3.68,105.82,2010,6,0.195
33922,35,4.51,109.01,2010,6,0.231
33923,36,5.2,112.0,2010,6,0.16
33924,37,5.52,114.51,2010,6,0.221
33925,38,5.53,116.81,2010,6,0.266
33926,39,5.31,118.97,2010,6,0.311
33927,40,4.97,120.96,2010,6,0.326
33928,41,4.62,122.74,2010,6,0.24100000000000002
33929,42,4.37,124.18,2010,6,0.155
33930,43,4.27,125.09,2010,6,0.125
33931,44,4.21,125.76,2010,6,0.07
33932,45,4.01,126.77,2010,6,0.075
33933,46,3.56,128.71,2010,6,0.115
33934,47,3.03,131.06,2010,6,0.145
33935,48,2.62,131.97,2010,6,0.371
33960,25,5.07,121.29,2010,6,0.221
33961,26,4.93,132.79,2010,6,0.266
33962,27,4.75,141.4,2010,6,0.311
33963,28,4.47,142.37,2010,6,0.326
33964,29,4.12,137.8,2010,6,0.24100000000000002
33965,30,3.85,132.59,2010,6,0.155
33966,31,3.65,132.04,2010,6,0.125
33967,32,3.45,136.1,2010,6,0.07
33968,33,3.22,143.06,2010,6,0.075
33969,34,2.93,151.27,2010,6,0.115
33970,35,2.67,158.28,2010,6,0.145
33971,36,2.48,159.63,2010,6,0.371
33972,37,2.41,151.66,2010,6,0.135
33973,38,2.52,139.82,2010,6,0.08
33974,39,2.67,131.26,2010,6,0.11
33975,40,2.66,128.7,2010,6,0.105
33976,41,2.56,130.04,2010,6,0.135
33977,42,2.52,132.63,2010,6,0.16
33978,43,2.65,133.74,2010,6,0.13
33979,44,2.81,132.87,2010,6,0.1
33980,45,2.84,130.15,2010,6,0.1
33981,46,2.63,125.34,2010,6,0.11
33982,47,2.27,119.72,2010,6,0.08
33983,48,1.88,116.91,2010,6,0.02
34008,25,2.78,139.71,2010,6,0.135
34009,26,2.59,127.05,2010,6,0.08
34010,27,2.6,116.71,2010,6,0.11
34011,28,2.65,112.33,2010,6,0.105
34012,29,2.67,112.13,2010,6,0.135
34013,30,2.65,113.48,2010,6,0.16
34014,31,2.63,114.14,2010,6,0.13
34015,32,2.65,113.03,2010,6,0.1
34016,33,2.81,109.59,2010,6,0.1
34017,34,3.16,104.85,2010,6,0.11
34018,35,3.51,102.0,2010,6,0.08
34019,36,3.6,103.06,2010,6,0.02
34020,37,3.3,109.82,2010,6,0.005
34021,38,2.86,121.11,2010,6,0.055
34022,39,2.5,131.69,2010,6,0.065
34023,40,2.23,133.39,2010,6,0.075
34024,41,2.06,126.53,2010,6,0.085
34025,42,2.09,117.64,2010,6,0.095
34026,43,2.27,113.84,2010,6,0.075
34027,44,2.44,114.28,2010,6,0.065
34028,45,2.45,116.67,2010,6,0.01
34029,46,2.18,120.51,2010,6,0.0
34030,47,1.74,128.69,2010,6,0.0
34031,48,1.34,147.93,2010,6,0.135
34056,25,2.38,126.96,2010,6,0.005
34057,26,1.94,134.46,2010,6,0.055
34058,27,1.56,140.67,2010,6,0.065
34059,28,1.32,138.53,2010,6,0.075
34060,29,1.32,126.29,2010,6,0.085
34061,30,1.68,113.32,2010,6,0.095
34062,31,2.34,107.29,2010,6,0.075
34063,32,2.95,106.64,2010,6,0.065
34064,33,3.14,109.79,2010,6,0.01
34065,34,2.72,118.58,2010,6,0.0
34066,35,2.05,136.73,2010,6,0.0
34067,36,1.63,165.05,2010,6,0.135
34068,37,1.51,189.64,2010,6,0.005
34069,38,1.37,209.88,2010,6,0.035
34070,39,1.23,237.72,2010,6,0.05
34071,40,1.42,274.24,2010,6,0.095
34072,41,1.94,298.97,2010,6,0.03
34073,42,2.34,314.88,2010,6,0.01
34074,43,2.43,329.87,2010,6,0.04
34075,44,2.39,343.25,2010,6,0.13
34076,45,2.34,347.76,2010,6,0.34600000000000003
34077,46,2.35,336.86,2010,6,0.391
34078,47,2.73,320.79,2010,6,0.41100000000000003
34079,48,3.44,313.16,2010,6,0.401
34104,25,1.72,159.67,2010,6,0.005
34105,26,1.65,177.69,2010,6,0.035
34106,27,1.34,202.14,2010,6,0.05
34107,28,1.13,259.94,2010,6,0.095
34108,29,1.94,304.49,2010,6,0.03
34109,30,2.75,320.84,2010,6,0.01
34110,31,2.92,330.87,2010,6,0.04
34111,32,2.74,340.41,2010,6,0.13
34112,33,2.7,346.98,2010,6,0.34600000000000003
34113,34,3.07,345.89,2010,6,0.391
34114,35,3.68,341.74,2010,6,0.41100000000000003
34115,36,4.23,338.9,2010,6,0.401
34116,37,4.45,338.22,2010,6,0.29100000000000004
34117,38,4.39,336.94,2010,6,0.316
34118,39,4.18,331.51,2010,6,0.135
34119,40,4.08,319.4,2010,6,0.065
34120,41,4.21,304.93,2010,6,0.24600000000000002
34121,42,4.41,293.44,2010,6,0.135
34122,43,4.37,286.65,2010,6,0.175
34123,44,4.09,283.84,2010,6,0.256
34124,45,3.73,285.57,2010,6,0.381
34125,46,3.47,292.58,2010,6,0.34600000000000003
34126,47,3.3,302.39,2010,6,0.306
34127,48,3.07,312.04,2010,6,0.0
34152,25,6.1,323.7,2010,6,0.29100000000000004
34153,26,7.38,318.74,2010,6,0.316
34154,27,8.22,320.95,2010,6,0.135
34155,28,8.44,332.21,2010,6,0.065
34156,29,8.34,350.1,2010,6,0.24600000000000002
34157,30,8.13,12.63,2010,6,0.135
34158,31,8.02,39.79,2010,6,0.175
34159,32,8.73,66.1,2010,6,0.256
34160,33,9.7,84.44,2010,6,0.381
34161,34,9.73,95.4,2010,6,0.34600000000000003
34162,35,8.81,103.09,2010,6,0.306
34163,36,7.47,109.04,2010,6,0.0
34164,37,6.22,112.67,2010,6,0.271
34165,38,5.16,113.92,2010,6,0.23600000000000002
34166,39,4.37,113.8,2010,6,0.271
34167,40,3.89,114.1,2010,6,0.175
34168,41,3.61,114.92,2010,6,0.14
34169,42,3.34,115.58,2010,6,0.12
34170,43,2.96,115.11,2010,6,0.125
34171,44,2.53,111.13,2010,6,0.09
34172,45,2.19,99.58,2010,6,0.08
34173,46,2.22,80.0,2010,6,0.08
34174,47,2.66,63.44,2010,6,0.105
34175,48,3.25,55.12,2010,6,0.07
34200,25,6.09,115.32,2010,6,0.271
34201,26,5.41,117.23,2010,6,0.23600000000000002
34202,27,4.76,118.35,2010,6,0.271
34203,28,4.11,119.9,2010,6,0.175
34204,29,3.49,121.48,2010,6,0.14
34205,30,2.96,121.58,2010,6,0.12
34206,31,2.57,118.13,2010,6,0.125
34207,32,2.35,111.16,2010,6,0.09
34208,33,2.33,102.98,2010,6,0.08
34209,34,2.48,96.35,2010,6,0.08
34210,35,2.67,90.55,2010,6,0.105
34211,36,2.79,83.33,2010,6,0.07
34212,37,2.84,72.56,2010,6,0.07
34213,38,3.13,60.37,2010,6,0.085
34214,39,3.89,52.41,2010,6,0.201
34215,40,5.15,50.45,2010,6,0.35100000000000003
34216,41,6.45,50.64,2010,6,0.41600000000000004
34217,42,7.26,50.58,2010,6,0.316
34218,43,7.21,49.32,2010,6,0.326
34219,44,6.5,47.19,2010,6,0.21100000000000002
34220,45,5.48,44.94,2010,6,0.41100000000000003
34221,46,4.48,43.88,2010,6,0.47600000000000003
34222,47,3.77,44.81,2010,6,0.516
34223,48,3.67,47.57,2010,6,0.35100000000000003
34248,25,4.83,63.72,2010,6,0.07
34249,26,5.04,60.83,2010,6,0.085
34250,27,5.49,59.97,2010,6,0.201
34251,28,6.33,61.08,2010,6,0.35100000000000003
34252,29,6.96,61.49,2010,6,0.41600000000000004
34253,30,6.55,58.66,2010,6,0.316
34254,31,4.81,47.32,2010,6,0.326
34255,32,3.35,21.79,2010,6,0.21100000000000002
34256,33,3.27,7.72,2010,6,0.41100000000000003
34257,34,4.38,30.54,2010,6,0.47600000000000003
34258,35,6.68,51.3,2010,6,0.516
34259,36,8.25,63.12,2010,6,0.35100000000000003
34260,37,7.51,74.37,2010,6,0.657
34261,38,5.64,92.53,2010,6,0.586
34262,39,4.49,117.89,2010,6,0.366
34263,40,4.31,130.45,2010,6,0.21600000000000003
34264,41,4.23,128.18,2010,6,0.115
34265,42,4.1,120.61,2010,6,0.065
34266,43,3.85,115.42,2010,6,0.015
34267,44,3.65,111.8,2010,6,0.0
34268,45,3.82,107.44,2010,6,0.02
34269,46,4.59,102.33,2010,6,0.005
34270,47,5.68,98.79,2010,6,0.015
34271,48,6.66,97.13,2010,6,0.065
34296,25,11.88,43.56,2010,6,0.657
34297,26,11.36,59.76,2010,6,0.586
34298,27,10.62,77.86,2010,6,0.366
34299,28,9.52,93.94,2010,6,0.21600000000000003
34300,29,8.26,108.46,2010,6,0.115
34301,30,7.25,119.28,2010,6,0.065
34302,31,6.65,121.2,2010,6,0.015
34303,32,6.37,115.27,2010,6,0.0
34304,33,6.45,106.99,2010,6,0.02
34305,34,6.72,101.66,2010,6,0.005
34306,35,7.01,99.63,2010,6,0.015
34307,36,7.22,100.07,2010,6,0.065
34308,37,7.3,102.37,2010,6,0.165
34309,38,7.24,106.16,2010,6,0.336
34310,39,7.05,111.28,2010,6,0.41600000000000004
34311,40,6.77,117.54,2010,6,0.496
34312,41,6.48,123.98,2010,6,0.622
34313,42,6.26,128.88,2010,6,0.612
34314,43,6.11,130.68,2010,6,0.591
34315,44,5.94,129.77,2010,6,0.466
34316,45,5.73,127.17,2010,6,0.266
34317,46,5.44,123.78,2010,6,0.24100000000000002
34318,47,5.04,120.17,2010,6,0.35100000000000003
34319,48,4.5,116.86,2010,6,0.607
34344,25,4.04,115.69,2010,6,0.165
34345,26,4.36,121.21,2010,6,0.336
34346,27,4.72,125.55,2010,6,0.41600000000000004
34347,28,5.14,128.71,2010,6,0.496
34348,29,5.59,131.3,2010,6,0.622
34349,30,6.05,133.98,2010,6,0.612
34350,31,6.49,136.91,2010,6,0.591
34351,32,6.78,139.17,2010,6,0.466
34352,33,6.77,139.82,2010,6,0.266
34353,34,6.34,138.12,2010,6,0.24100000000000002
34354,35,5.6,134.49,2010,6,0.35100000000000003
34355,36,4.73,129.79,2010,6,0.607
34356,37,3.85,125.21,2010,6,0.195
34357,38,3.12,120.66,2010,6,0.185
34358,39,2.67,116.08,2010,6,0.23600000000000002
34359,40,2.62,112.4,2010,6,0.24600000000000002
34360,41,2.77,110.27,2010,6,0.251
34361,42,2.88,108.89,2010,6,0.18
34362,43,2.79,107.25,2010,6,0.195
34363,44,2.68,105.65,2010,6,0.185
34364,45,2.81,105.21,2010,6,0.20600000000000002
34365,46,3.33,106.83,2010,6,0.19
34366,47,3.88,110.85,2010,6,0.15
34367,48,4.04,118.7,2010,6,0.11
34392,25,4.55,118.56,2010,6,0.195
34393,26,3.72,115.76,2010,6,0.185
34394,27,3.17,112.85,2010,6,0.23600000000000002
34395,28,3.08,109.85,2010,6,0.24600000000000002
34396,29,3.24,107.6,2010,6,0.251
34397,30,3.36,106.1,2010,6,0.18
34398,31,3.23,105.18,2010,6,0.195
34399,32,2.95,106.71,2010,6,0.185
34400,33,2.72,114.08,2010,6,0.20600000000000002
34401,34,2.78,128.28,2010,6,0.19
34402,35,3.1,143.13,2010,6,0.15
34403,36,3.4,155.66,2010,6,0.11
34404,37,3.43,167.38,2010,6,0.08
34405,38,3.28,178.31,2010,6,0.04
34406,39,3.03,185.8,2010,6,0.005
34407,40,2.67,186.03,2010,6,0.01
34408,41,2.25,178.41,2010,6,0.005
34409,42,1.89,163.36,2010,6,0.005
34410,43,1.71,144.73,2010,6,0.005
34411,44,1.69,131.37,2010,6,0.005
34412,45,1.71,131.41,2010,6,0.0
34413,46,1.76,146.35,2010,6,0.0
34414,47,1.85,161.41,2010,6,0.005
34415,48,1.57,164.32,2010,6,0.331
34440,25,3.4,158.32,2010,6,0.08
34441,26,3.07,168.5,2010,6,0.04
34442,27,2.6,173.36,2010,6,0.005
34443,28,2.03,164.3,2010,6,0.01
34444,29,1.82,138.43,2010,6,0.005
34445,30,2.26,117.1,2010,6,0.005
34446,31,2.95,112.45,2010,6,0.005
34447,32,3.5,114.73,2010,6,0.005
34448,33,3.66,118.83,2010,6,0.0
34449,34,3.27,123.2,2010,6,0.0
34450,35,2.53,125.4,2010,6,0.005
34451,36,1.75,115.7,2010,6,0.331
34452,37,1.6,79.54,2010,6,0.035
34453,38,2.33,53.56,2010,6,0.04
34454,39,3.09,45.9,2010,6,0.045
34455,40,3.34,45.76,2010,6,0.125
34456,41,3.19,48.74,2010,6,0.266
34457,42,2.88,52.48,2010,6,0.34600000000000003
34458,43,2.62,54.15,2010,6,0.371
34459,44,2.57,52.95,2010,6,0.401
34460,45,2.91,50.0,2010,6,0.426
34461,46,3.71,47.82,2010,6,0.29100000000000004
34462,47,4.68,48.38,2010,6,0.221
34463,48,5.49,52.13,2010,6,0.306
34488,25,1.79,71.3,2010,6,0.035
34489,26,2.35,55.65,2010,6,0.04
34490,27,2.75,54.51,2010,6,0.045
34491,28,2.53,62.13,2010,6,0.125
34492,29,2.1,77.47,2010,6,0.266
34493,30,1.92,92.18,2010,6,0.34600000000000003
34494,31,2.0,91.54,2010,6,0.371
34495,32,2.22,84.27,2010,6,0.401
34496,33,2.4,82.87,2010,6,0.426
34497,34,2.4,92.84,2010,6,0.29100000000000004
34498,35,2.35,106.98,2010,6,0.221
34499,36,2.16,114.82,2010,6,0.306
34500,37,1.64,105.58,2010,6,0.276
34501,38,1.33,72.41,2010,6,0.231
34502,39,1.65,45.86,2010,6,0.09
34503,40,2.05,45.41,2010,6,0.08
34504,41,2.41,55.6,2010,6,0.05
34505,42,2.82,66.9,2010,6,0.04
34506,43,3.24,74.83,2010,6,0.025
34507,44,3.52,79.51,2010,6,0.04
34508,45,3.55,81.6,2010,6,0.04
34509,46,3.23,81.34,2010,6,0.0
34510,47,2.7,79.66,2010,6,0.0
34511,48,2.1,78.25,2010,6,0.03
34536,25,4.02,65.73,2010,6,0.276
34537,26,4.37,77.75,2010,6,0.231
34538,27,4.68,84.39,2010,6,0.09
34539,28,4.67,82.74,2010,6,0.08
34540,29,4.49,77.12,2010,6,0.05
34541,30,4.28,73.9,2010,6,0.04
34542,31,4.09,78.71,2010,6,0.025
34543,32,3.98,88.74,2010,6,0.04
34544,33,3.87,98.37,2010,6,0.04
34545,34,3.52,104.27,2010,6,0.0
34546,35,2.93,109.48,2010,6,0.0
34547,36,2.26,120.65,2010,6,0.03
34548,37,1.86,146.25,2010,6,0.0
34549,38,1.93,174.24,2010,6,0.0
34550,39,1.95,191.74,2010,6,0.0
34551,40,1.45,204.92,2010,6,0.0
34552,41,0.7,229.67,2010,6,0.0
34553,42,0.37,306.83,2010,6,0.0
34554,43,0.38,356.24,2010,6,0.0
34555,44,0.3,52.22,2010,6,0.0
34556,45,0.46,96.21,2010,6,0.0
34557,46,0.62,97.17,2010,6,0.0
34558,47,0.72,80.15,2010,6,0.0
34559,48,0.91,55.31,2010,6,0.0
34584,25,1.72,183.76,2010,6,0.0
34585,26,1.39,211.14,2010,6,0.0
34586,27,1.1,244.81,2010,6,0.0
34587,28,0.93,286.31,2010,6,0.0
34588,29,1.02,330.41,2010,6,0.0
34589,30,1.31,0.17,2010,6,0.0
34590,31,1.54,18.83,2010,6,0.0
34591,32,1.71,33.86,2010,6,0.0
34592,33,1.85,46.78,2010,6,0.0
34593,34,2.03,56.87,2010,6,0.0
34594,35,2.2,64.32,2010,6,0.0
34595,36,2.36,69.69,2010,6,0.0
34596,37,2.49,72.84,2010,6,0.0
34597,38,2.66,71.56,2010,6,0.0
34598,39,2.98,64.13,2010,6,0.0
34599,40,3.59,52.76,2010,6,0.02
34600,41,4.26,43.3,2010,6,0.06
34601,42,4.53,36.88,2010,6,0.01
34602,43,4.09,31.94,2010,6,0.06
34603,44,3.34,24.6,2010,6,0.1
34604,45,2.97,11.73,2010,6,0.15
34605,46,3.47,0.42,2010,6,0.20600000000000002
34606,47,4.41,359.84,2010,6,0.07
34607,48,5.28,9.23,2010,6,0.0
34632,25,0.33,169.7,2010,6,0.0
34633,26,0.56,270.28,2010,6,0.0
34634,27,0.48,339.16,2010,6,0.0
34635,28,1.91,57.43,2010,6,0.02
34636,29,4.07,66.87,2010,6,0.06
34637,30,5.18,67.95,2010,6,0.01
34638,31,4.32,63.02,2010,6,0.06
34639,32,2.61,43.24,2010,6,0.1
34640,33,2.1,358.93,2010,6,0.15
34641,34,2.86,348.48,2010,6,0.20600000000000002
34642,35,3.78,0.04,2010,6,0.07
34643,36,4.84,14.19,2010,6,0.0
34644,37,5.83,25.78,2010,6,0.20600000000000002
34645,38,6.58,35.55,2010,6,0.24600000000000002
34646,39,6.94,44.69,2010,6,0.24600000000000002
34647,40,6.86,54.38,2010,6,0.06
34648,41,6.56,65.05,2010,6,0.09
34649,42,6.25,75.8,2010,6,0.226
34650,43,6.04,84.91,2010,6,0.251
34651,44,5.92,91.98,2010,6,0.256
34652,45,5.94,96.96,2010,6,0.231
34653,46,6.12,99.85,2010,6,0.266
34654,47,6.38,101.38,2010,6,0.441
34655,48,6.59,102.52,2010,6,0.366
34680,25,7.88,36.58,2010,6,0.20600000000000002
34681,26,9.18,54.5,2010,6,0.24600000000000002
34682,27,10.16,67.65,2010,6,0.24600000000000002
34683,28,9.86,78.25,2010,6,0.06
34684,29,8.72,88.59,2010,6,0.09
34685,30,7.44,97.49,2010,6,0.226
34686,31,6.38,100.63,2010,6,0.251
34687,32,5.53,97.91,2010,6,0.256
34688,33,4.91,92.97,2010,6,0.231
34689,34,4.49,90.92,2010,6,0.266
34690,35,4.3,92.1,2010,6,0.441
34691,36,4.42,94.35,2010,6,0.366
34692,37,4.87,95.6,2010,6,0.221
34693,38,5.45,96.49,2010,6,0.23600000000000002
34694,39,5.94,98.18,2010,6,0.21100000000000002
34695,40,6.16,101.3,2010,6,0.15
34696,41,6.22,104.92,2010,6,0.135
34697,42,6.24,107.61,2010,6,0.155
34698,43,6.31,108.34,2010,6,0.29100000000000004
34699,44,6.39,108.44,2010,6,0.687
34700,45,6.43,109.8,2010,6,0.316
34701,46,6.4,113.52,2010,6,0.451
34702,47,6.27,117.68,2010,6,0.627
34703,48,5.93,119.64,2010,6,0.09
34728,25,4.26,91.1,2010,6,0.221
34729,26,4.24,98.06,2010,6,0.23600000000000002
34730,27,4.54,106.0,2010,6,0.21100000000000002
34731,28,5.11,111.99,2010,6,0.15
34732,29,5.78,115.28,2010,6,0.135
34733,30,6.33,116.25,2010,6,0.155
34734,31,6.63,115.41,2010,6,0.29100000000000004
34735,32,6.74,113.78,2010,6,0.687
34736,33,6.77,112.41,2010,6,0.316
34737,34,6.79,112.05,2010,6,0.451
34738,35,6.68,112.17,2010,6,0.627
34739,36,6.34,111.87,2010,6,0.09
34740,37,5.67,110.57,2010,6,0.516
34741,38,4.86,109.93,2010,6,0.431
34742,39,4.13,113.79,2010,6,0.511
34743,40,3.76,125.83,2010,6,0.506
34744,41,3.76,140.39,2010,6,0.336
34745,42,3.74,150.57,2010,6,0.221
34746,43,3.28,154.33,2010,6,0.21100000000000002
34747,44,2.63,149.78,2010,6,0.261
34748,45,2.42,133.1,2010,6,0.29100000000000004
34749,46,3.2,116.88,2010,6,0.266
34750,47,4.57,110.95,2010,6,0.34600000000000003
34751,48,5.92,110.62,2010,6,0.35100000000000003
34776,25,4.41,118.54,2010,6,0.516
34777,26,3.5,116.3,2010,6,0.431
34778,27,2.91,112.64,2010,6,0.511
34779,28,2.96,109.56,2010,6,0.506
34780,29,3.35,108.05,2010,6,0.336
34781,30,3.66,107.04,2010,6,0.221
34782,31,3.62,105.51,2010,6,0.21100000000000002
34783,32,3.57,104.04,2010,6,0.261
34784,33,3.97,104.1,2010,6,0.29100000000000004
34785,34,5.14,105.98,2010,6,0.266
34786,35,6.62,108.24,2010,6,0.34600000000000003
34787,36,7.78,110.58,2010,6,0.35100000000000003
34788,37,8.19,113.34,2010,6,0.501
34789,38,8.13,116.25,2010,6,0.506
34790,39,8.06,118.37,2010,6,0.581
34791,40,8.28,118.65,2010,6,0.531
34792,41,8.71,117.73,2010,6,0.526
34793,42,9.13,116.61,2010,6,0.556
34794,43,9.38,115.97,2010,6,0.737
34795,44,9.38,115.95,2010,6,0.802
34796,45,9.11,116.67,2010,6,0.8270000000000001
34797,46,8.55,118.18,2010,6,0.8370000000000001
34798,47,7.71,119.9,2010,6,0.742
34799,48,6.59,120.8,2010,6,0.602
34824,25,7.81,116.14,2010,6,0.501
34825,26,8.07,119.94,2010,6,0.506
34826,27,8.2,121.57,2010,6,0.581
34827,28,8.33,119.81,2010,6,0.531
34828,29,8.54,116.41,2010,6,0.526
34829,30,8.84,113.73,2010,6,0.556
34830,31,9.16,113.33,2010,6,0.737
34831,32,9.36,114.42,2010,6,0.802
34832,33,9.28,115.92,2010,6,0.8270000000000001
34833,34,8.81,117.05,2010,6,0.8370000000000001
34834,35,7.98,117.66,2010,6,0.742
34835,36,6.91,117.55,2010,6,0.602
34836,37,5.72,116.33,2010,6,0.436
34837,38,4.62,113.84,2010,6,0.336
34838,39,3.87,110.58,2010,6,0.35100000000000003
34839,40,3.61,108.15,2010,6,0.366
34840,41,3.66,106.68,2010,6,0.29100000000000004
34841,42,3.75,104.92,2010,6,0.306
34842,43,3.73,101.92,2010,6,0.446
34843,44,3.75,99.41,2010,6,0.461
34844,45,3.99,100.13,2010,6,0.34600000000000003
34845,46,4.61,105.02,2010,6,0.306
34846,47,5.5,111.59,2010,6,0.29100000000000004
34847,48,6.44,118.39,2010,6,0.24600000000000002
34872,25,5.5,109.06,2010,6,0.436
34873,26,4.51,108.2,2010,6,0.336
34874,27,3.82,108.08,2010,6,0.35100000000000003
34875,28,3.55,108.4,2010,6,0.366
34876,29,3.52,108.34,2010,6,0.29100000000000004
34877,30,3.54,107.03,2010,6,0.306
34878,31,3.47,104.02,2010,6,0.446
34879,32,3.44,101.01,2010,6,0.461
34880,33,3.67,100.76,2010,6,0.34600000000000003
34881,34,4.28,104.49,2010,6,0.306
34882,35,5.14,110.16,2010,6,0.29100000000000004
34883,36,6.05,116.44,2010,6,0.24600000000000002
34884,37,6.85,122.95,2010,6,0.23600000000000002
34885,38,7.47,128.42,2010,6,0.431
34886,39,7.82,131.69,2010,6,0.586
34887,40,7.81,132.17,2010,6,0.722
34888,41,7.59,130.93,2010,6,0.6970000000000001
34889,42,7.36,129.43,2010,6,0.591
34890,43,7.25,129.01,2010,6,0.526
34891,44,7.09,129.65,2010,6,0.652
34892,45,6.63,130.98,2010,6,0.7020000000000001
34893,46,5.74,132.86,2010,6,0.642
34894,47,4.64,134.75,2010,6,0.521
34895,48,3.63,134.96,2010,6,0.682
34920,25,6.73,116.49,2010,6,0.23600000000000002
34921,26,7.31,122.4,2010,6,0.431
34922,27,7.58,126.27,2010,6,0.586
34923,28,7.4,127.15,2010,6,0.722
34924,29,6.99,126.07,2010,6,0.6970000000000001
34925,30,6.69,124.54,2010,6,0.591
34926,31,6.69,124.19,2010,6,0.526
34927,32,6.76,125.04,2010,6,0.652
34928,33,6.53,126.71,2010,6,0.7020000000000001
34929,34,5.77,129.14,2010,6,0.642
34930,35,4.72,131.68,2010,6,0.521
34931,36,3.72,132.09,2010,6,0.682
34932,37,3.04,126.45,2010,6,0.21100000000000002
34933,38,2.73,116.48,2010,6,0.195
34934,39,2.67,109.24,2010,6,0.185
34935,40,2.64,109.69,2010,6,0.155
34936,41,2.61,115.63,2010,6,0.155
34937,42,2.62,123.18,2010,6,0.226
34938,43,2.63,129.26,2010,6,0.185
34939,44,2.68,134.31,2010,6,0.17
34940,45,2.86,139.15,2010,6,0.125
34941,46,3.21,143.92,2010,6,0.105
34942,47,3.73,148.24,2010,6,0.085
34943,48,4.39,152.0,2010,6,0.035
34968,25,3.28,118.54,2010,6,0.21100000000000002
34969,26,2.88,113.42,2010,6,0.195
34970,27,2.72,109.37,2010,6,0.185
34971,28,2.65,107.4,2010,6,0.155
34972,29,2.61,107.01,2010,6,0.155
34973,30,2.57,107.29,2010,6,0.226
34974,31,2.52,107.63,2010,6,0.185
34975,32,2.5,109.01,2010,6,0.17
34976,33,2.59,112.69,2010,6,0.125
34977,34,2.84,119.01,2010,6,0.105
34978,35,3.26,127.24,2010,6,0.085
34979,36,3.86,136.48,2010,6,0.035
34980,37,4.64,145.4,2010,6,0.0
34981,38,5.45,151.48,2010,6,0.015
34982,39,6.04,153.76,2010,6,0.175
34983,40,6.22,152.34,2010,6,0.366
34984,41,6.14,149.71,2010,6,0.516
34985,42,5.97,148.96,2010,6,0.5660000000000001
34986,43,5.83,152.59,2010,6,0.47100000000000003
34987,44,5.64,158.99,2010,6,0.41100000000000003
34988,45,5.2,165.9,2010,6,0.361
34989,46,4.36,172.2,2010,6,0.24100000000000002
34990,47,3.38,177.54,2010,6,0.11
34991,48,2.64,178.42,2010,6,0.42100000000000004
