,hors,ws,wd,anno,mes,dia,horsObs,wp1
12297,10,2.32,162.64,2009,11,6,0,0.045
12298,11,2.44,161.94,2009,11,6,0,0.025
12299,12,2.46,161.62,2009,11,6,0,0.025
12300,13,2.25,161.43,2009,11,6,0,0.02
12301,14,1.84,159.54,2009,11,6,0,0.005
12302,15,1.32,150.84,2009,11,6,0,0.0
12303,16,0.9,120.87,2009,11,6,0,0.0
12304,17,0.99,72.3,2009,11,6,0,0.0
12305,18,1.49,44.24,2009,11,6,0,0.0
12306,19,2.03,28.89,2009,11,6,0,0.0
12307,20,2.49,18.9,2009,11,6,0,0.0
12308,21,2.81,12.24,2009,11,6,0,0.035
12309,22,2.94,8.03,2009,11,6,0,0.065
12310,23,2.94,5.38,2009,11,6,0,0.11
12311,24,2.94,4.09,2009,11,6,0,0.401
12312,25,3.02,4.22,2009,11,6,0,0.411
12313,26,3.22,5.44,2009,11,6,0,0.411
12314,27,3.52,7.22,2009,11,6,0,0.361
12315,28,3.93,9.03,2009,11,6,0,0.471
12316,29,4.34,10.55,2009,11,6,0,0.607
12317,30,4.63,11.67,2009,11,6,0,0.667
12318,31,4.73,12.43,2009,11,6,0,0.677
12319,32,4.67,13.03,2009,11,6,0,0.632
12320,33,4.51,13.63,2009,11,6,0,0.591
12321,34,4.36,14.4,2009,11,6,0,0.807
12322,35,4.4,15.54,2009,11,6,0,0.757
12323,36,4.82,17.04,2009,11,6,0,0.782
12324,37,5.73,18.56,2009,11,6,0,0.787
12325,38,6.83,19.9,2009,11,6,0,0.822
12326,39,7.72,21.21,2009,11,6,0,0.777
12327,40,8.09,22.8,2009,11,6,0,0.787
12328,41,7.98,24.8,2009,11,6,0,0.797
12329,42,7.53,27.37,2009,11,6,0,0.787
12330,43,6.86,30.66,2009,11,6,0,0.732
12331,44,6.17,34.82,2009,11,6,0,0.697
12332,45,5.62,39.61,2009,11,6,0,0.737
12333,46,5.33,44.39,2009,11,6,0,0.762
12334,47,5.18,49.52,2009,11,6,0,0.602
12335,48,5.06,56.23,2009,11,6,0,0.261
12340,5,1.45,81.72,2009,11,6,12,0.12
12341,6,1.71,51.59,2009,11,6,12,0.085
12342,7,2.13,29.91,2009,11,6,12,0.095
12343,8,2.58,16.02,2009,11,6,12,0.1
12344,9,2.92,8.51,2009,11,6,12,0.06
12345,10,3.03,6.13,2009,11,6,12,0.045
12346,11,3.0,6.64,2009,11,6,12,0.025
12347,12,2.98,8.22,2009,11,6,12,0.025
12348,13,3.08,9.39,2009,11,6,12,0.02
12349,14,3.3,10.38,2009,11,6,12,0.005
12350,15,3.58,11.86,2009,11,6,12,0.0
12351,16,3.91,14.04,2009,11,6,12,0.0
12352,17,4.23,16.21,2009,11,6,12,0.0
12353,18,4.5,17.72,2009,11,6,12,0.0
12354,19,4.68,18.28,2009,11,6,12,0.0
12355,20,4.77,18.22,2009,11,6,12,0.0
12356,21,4.76,17.96,2009,11,6,12,0.035
12357,22,4.72,17.83,2009,11,6,12,0.065
12358,23,4.83,18.06,2009,11,6,12,0.11
12359,24,5.3,18.75,2009,11,6,12,0.401
12360,25,6.24,19.79,2009,11,6,12,0.401
12361,26,7.37,21.11,2009,11,6,12,0.402
12362,27,8.27,22.85,2009,11,6,12,0.402
12363,28,8.64,25.3,2009,11,6,12,0.403
12364,29,8.51,28.38,2009,11,6,12,0.403
12365,30,7.98,31.99,2009,11,6,12,0.403
12366,31,7.19,36.07,2009,11,6,12,0.404
12367,32,6.3,40.76,2009,11,6,12,0.404
12368,33,5.52,45.85,2009,11,6,12,0.405
12369,34,4.97,50.59,2009,11,6,12,0.405
12370,35,4.61,55.12,2009,11,6,12,0.405
12371,36,4.35,60.35,2009,11,6,12,0.406
12372,37,4.17,67.2,2009,11,6,12,0.406
12373,38,4.03,74.9,2009,11,6,12,0.407
12374,39,3.87,82.35,2009,11,6,12,0.407
12375,40,3.64,88.94,2009,11,6,12,0.407
12376,41,3.4,94.36,2009,11,6,12,0.408
12377,42,3.25,97.64,2009,11,6,12,0.408
12378,43,3.24,97.71,2009,11,6,12,0.409
12379,44,3.24,95.27,2009,11,6,12,0.409
12380,45,3.11,91.26,2009,11,6,12,0.409
12381,46,2.74,85.47,2009,11,6,12,0.41
12382,47,2.35,76.58,2009,11,6,12,0.41
12383,48,2.21,65.63,2009,11,6,12,0.411
12388,5,3.96,12.37,2009,11,7,0,0.607
12389,6,4.21,14.71,2009,11,7,0,0.667
12390,7,4.35,16.26,2009,11,7,0,0.677
12391,8,4.38,17.12,2009,11,7,0,0.632
12392,9,4.31,17.32,2009,11,7,0,0.591
12393,10,4.22,16.87,2009,11,7,0,0.807
12394,11,4.3,16.14,2009,11,7,0,0.757
12395,12,4.77,15.7,2009,11,7,0,0.782
12396,13,5.75,15.92,2009,11,7,0,0.787
12397,14,6.95,16.63,2009,11,7,0,0.822
12398,15,7.97,17.73,2009,11,7,0,0.777
12399,16,8.48,19.34,2009,11,7,0,0.787
12400,17,8.5,21.68,2009,11,7,0,0.797
12401,18,8.12,25.07,2009,11,7,0,0.787
12402,19,7.45,29.95,2009,11,7,0,0.732
12403,20,6.68,36.35,2009,11,7,0,0.697
12404,21,5.97,43.67,2009,11,7,0,0.737
12405,22,5.41,50.82,2009,11,7,0,0.762
12406,23,4.95,57.94,2009,11,7,0,0.602
12407,24,4.56,65.97,2009,11,7,0,0.261
12408,25,4.28,75.71,2009,11,7,0,0.707
12409,26,4.1,85.82,2009,11,7,0,0.647
12410,27,3.93,94.44,2009,11,7,0,0.581
12411,28,3.69,100.54,2009,11,7,0,0.481
12412,29,3.4,104.73,2009,11,7,0,0.306
12413,30,3.18,107.6,2009,11,7,0,0.221
12414,31,3.12,109.3,2009,11,7,0,0.216
12415,32,3.16,109.44,2009,11,7,0,0.261
12416,33,3.2,107.78,2009,11,7,0,0.366
12417,34,3.18,104.28,2009,11,7,0,0.326
12418,35,3.04,99.54,2009,11,7,0,0.251
12419,36,2.73,93.88,2009,11,7,0,0.185
12420,37,2.23,86.5,2009,11,7,0,0.055
12421,38,1.7,73.95,2009,11,7,0,0.0
12422,39,1.4,52.93,2009,11,7,0,0.0
12423,40,1.48,32.09,2009,11,7,0,0.0
12424,41,1.71,19.49,2009,11,7,0,0.0
12425,42,1.85,10.79,2009,11,7,0,0.02
12426,43,1.79,0.76,2009,11,7,0,0.045
12427,44,1.74,349.5,2009,11,7,0,0.035
12428,45,1.88,342.54,2009,11,7,0,0.05
12429,46,2.26,343.96,2009,11,7,0,0.03
12430,47,2.81,349.11,2009,11,7,0,0.085
12431,48,3.38,354.33,2009,11,7,0,0.622
12436,5,8.09,23.08,2009,11,7,12,0.607
12437,6,7.96,27.42,2009,11,7,12,0.667
12438,7,7.51,31.79,2009,11,7,12,0.677
12439,8,6.83,36.7,2009,11,7,12,0.632
12440,9,6.09,42.66,2009,11,7,12,0.591
12441,10,5.44,49.88,2009,11,7,12,0.807
12442,11,4.91,57.96,2009,11,7,12,0.757
12443,12,4.5,66.03,2009,11,7,12,0.782
12444,13,4.17,73.27,2009,11,7,12,0.787
12445,14,3.88,79.97,2009,11,7,12,0.822
12446,15,3.66,86.81,2009,11,7,12,0.777
12447,16,3.52,94.16,2009,11,7,12,0.787
12448,17,3.44,100.84,2009,11,7,12,0.797
12449,18,3.38,105.52,2009,11,7,12,0.787
12450,19,3.26,107.45,2009,11,7,12,0.732
12451,20,3.09,107.43,2009,11,7,12,0.697
12452,21,2.89,106.66,2009,11,7,12,0.737
12453,22,2.69,106.12,2009,11,7,12,0.762
12454,23,2.47,104.97,2009,11,7,12,0.602
12455,24,2.21,101.4,2009,11,7,12,0.261
12456,25,1.94,93.02,2009,11,7,12,0.279
12457,26,1.75,79.21,2009,11,7,12,0.297
12458,27,1.71,62.43,2009,11,7,12,0.315
12459,28,1.83,47.6,2009,11,7,12,0.332
12460,29,1.96,36.56,2009,11,7,12,0.35
12461,30,1.95,27.59,2009,11,7,12,0.368
12462,31,1.75,17.78,2009,11,7,12,0.386
12463,32,1.58,6.13,2009,11,7,12,0.404
12464,33,1.65,357.79,2009,11,7,12,0.422
12465,34,2.06,358.18,2009,11,7,12,0.439
12466,35,2.67,2.23,2009,11,7,12,0.457
12467,36,3.3,6.0,2009,11,7,12,0.475
12468,37,3.79,8.72,2009,11,7,12,0.493
12469,38,4.11,10.77,2009,11,7,12,0.511
12470,39,4.28,12.41,2009,11,7,12,0.529
12471,40,4.32,13.87,2009,11,7,12,0.546
12472,41,4.29,16.04,2009,11,7,12,0.564
12473,42,4.26,19.92,2009,11,7,12,0.582
12474,43,4.32,25.75,2009,11,7,12,0.6
12475,44,4.45,31.38,2009,11,7,12,0.618
12476,45,4.6,34.51,2009,11,7,12,0.636
12477,46,4.67,34.23,2009,11,7,12,0.653
12478,47,4.71,33.06,2009,11,7,12,0.671
12479,48,4.8,34.23,2009,11,7,12,0.689
12484,5,3.18,106.21,2009,11,8,0,0.306
12485,6,3.12,110.8,2009,11,8,0,0.221
12486,7,3.06,111.14,2009,11,8,0,0.216
12487,8,3.07,108.95,2009,11,8,0,0.261
12488,9,3.25,106.93,2009,11,8,0,0.366
12489,10,3.63,106.89,2009,11,8,0,0.326
12490,11,3.92,107.24,2009,11,8,0,0.251
12491,12,3.75,106.15,2009,11,8,0,0.185
12492,13,2.91,100.82,2009,11,8,0,0.055
12493,14,1.83,83.81,2009,11,8,0,0.0
12494,15,1.34,42.5,2009,11,8,0,0.0
12495,16,1.7,14.73,2009,11,8,0,0.0
12496,17,2.09,8.25,2009,11,8,0,0.0
12497,18,2.19,7.88,2009,11,8,0,0.02
12498,19,1.94,7.7,2009,11,8,0,0.045
12499,20,1.61,5.03,2009,11,8,0,0.035
12500,21,1.55,357.7,2009,11,8,0,0.05
12501,22,2.0,350.17,2009,11,8,0,0.03
12502,23,2.73,346.89,2009,11,8,0,0.085
12503,24,3.39,346.29,2009,11,8,0,0.622
12504,25,3.72,347.32,2009,11,8,0,0.426
12505,26,3.82,350.15,2009,11,8,0,0.471
12506,27,3.88,355.23,2009,11,8,0,0.456
12507,28,4.07,2.23,2009,11,8,0,0.536
12508,29,4.33,9.73,2009,11,8,0,0.632
12509,30,4.55,17.02,2009,11,8,0,0.682
12510,31,4.62,24.14,2009,11,8,0,0.807
12511,32,4.62,30.7,2009,11,8,0,0.697
12512,33,4.6,35.69,2009,11,8,0,0.652
12513,34,4.61,38.21,2009,11,8,0,0.682
12514,35,4.7,39.41,2009,11,8,0,0.662
12515,36,4.97,40.85,2009,11,8,0,0.652
12516,37,5.48,43.58,2009,11,8,0,0.677
12517,38,6.12,47.67,2009,11,8,0,0.647
12518,39,6.8,53.16,2009,11,8,0,0.647
12519,40,7.4,59.78,2009,11,8,0,0.647
12520,41,7.77,65.78,2009,11,8,0,0.707
12521,42,7.6,69.81,2009,11,8,0,0.667
12522,43,6.7,71.16,2009,11,8,0,0.591
12523,44,5.43,70.89,2009,11,8,0,0.586
12524,45,4.31,71.19,2009,11,8,0,0.446
12525,46,3.74,75.42,2009,11,8,0,0.481
12526,47,3.6,83.35,2009,11,8,0,0.466
12527,48,3.61,93.11,2009,11,8,0,0.211
12532,5,2.86,357.89,2009,11,8,12,0.306
12533,6,2.97,354.32,2009,11,8,12,0.221
12534,7,2.63,353.01,2009,11,8,12,0.216
12535,8,2.15,352.46,2009,11,8,12,0.261
12536,9,1.91,350.79,2009,11,8,12,0.366
12537,10,2.21,347.5,2009,11,8,12,0.326
12538,11,2.81,345.28,2009,11,8,12,0.251
12539,12,3.34,344.66,2009,11,8,12,0.185
12540,13,3.55,345.48,2009,11,8,12,0.055
12541,14,3.57,348.13,2009,11,8,12,0.0
12542,15,3.65,353.0,2009,11,8,12,0.0
12543,16,3.97,359.36,2009,11,8,12,0.0
12544,17,4.4,6.03,2009,11,8,12,0.0
12545,18,4.74,13.13,2009,11,8,12,0.02
12546,19,4.86,21.43,2009,11,8,12,0.045
12547,20,4.89,29.88,2009,11,8,12,0.035
12548,21,4.91,36.25,2009,11,8,12,0.05
12549,22,4.94,38.76,2009,11,8,12,0.03
12550,23,5.05,39.09,2009,11,8,12,0.085
12551,24,5.38,39.69,2009,11,8,12,0.622
12552,25,5.99,42.22,2009,11,8,12,0.614
12553,26,6.77,46.51,2009,11,8,12,0.606
12554,27,7.58,52.34,2009,11,8,12,0.598
12555,28,8.29,59.4,2009,11,8,12,0.591
12556,29,8.75,66.26,2009,11,8,12,0.583
12557,30,8.7,71.95,2009,11,8,12,0.575
12558,31,7.93,76.44,2009,11,8,12,0.567
12559,32,6.71,81.54,2009,11,8,12,0.559
12560,33,5.49,89.83,2009,11,8,12,0.551
12561,34,4.74,102.93,2009,11,8,12,0.544
12562,35,4.47,117.11,2009,11,8,12,0.536
12563,36,4.35,127.7,2009,11,8,12,0.528
12564,37,3.99,133.6,2009,11,8,12,0.52
12565,38,3.43,136.72,2009,11,8,12,0.512
12566,39,2.87,139.0,2009,11,8,12,0.504
12567,40,2.5,142.12,2009,11,8,12,0.497
12568,41,2.31,144.88,2009,11,8,12,0.489
12569,42,2.23,144.95,2009,11,8,12,0.481
12570,43,2.22,141.16,2009,11,8,12,0.473
12571,44,2.25,136.07,2009,11,8,12,0.465
12572,45,2.28,132.88,2009,11,8,12,0.457
12573,46,2.24,133.74,2009,11,8,12,0.45
12574,47,2.26,138.22,2009,11,8,12,0.442
12575,48,2.49,144.21,2009,11,8,12,0.434
12580,5,3.54,3.95,2009,11,9,0,0.632
12581,6,3.64,13.54,2009,11,9,0,0.682
12582,7,3.73,21.43,2009,11,9,0,0.807
12583,8,3.8,27.72,2009,11,9,0,0.697
12584,9,3.83,32.76,2009,11,9,0,0.652
12585,10,3.84,36.84,2009,11,9,0,0.682
12586,11,4.0,40.11,2009,11,9,0,0.662
12587,12,4.51,42.3,2009,11,9,0,0.652
12588,13,5.48,43.5,2009,11,9,0,0.677
12589,14,6.6,45.09,2009,11,9,0,0.647
12590,15,7.51,48.21,2009,11,9,0,0.647
12591,16,7.94,53.58,2009,11,9,0,0.647
12592,17,7.93,60.31,2009,11,9,0,0.707
12593,18,7.52,67.41,2009,11,9,0,0.667
12594,19,6.72,74.38,2009,11,9,0,0.591
12595,20,5.75,82.53,2009,11,9,0,0.586
12596,21,4.93,93.2,2009,11,9,0,0.446
12597,22,4.53,105.6,2009,11,9,0,0.481
12598,23,4.42,116.57,2009,11,9,0,0.466
12599,24,4.28,124.45,2009,11,9,0,0.211
12600,25,3.89,129.66,2009,11,9,0,0.341
12601,26,3.33,133.4,2009,11,9,0,0.301
12602,27,2.79,136.46,2009,11,9,0,0.246
12603,28,2.42,139.03,2009,11,9,0,0.221
12604,29,2.22,140.88,2009,11,9,0,0.185
12605,30,2.17,141.97,2009,11,9,0,0.12
12606,31,2.21,142.55,2009,11,9,0,0.035
12607,32,2.29,142.8,2009,11,9,0,0.085
12608,33,2.33,142.9,2009,11,9,0,0.17
12609,34,2.31,143.13,2009,11,9,0,0.155
12610,35,2.3,144.24,2009,11,9,0,0.226
12611,36,2.46,146.85,2009,11,9,0,0.331
12612,37,2.87,150.55,2009,11,9,0,0.175
12613,38,3.44,154.42,2009,11,9,0,0.05
12614,39,3.99,158.38,2009,11,9,0,0.03
12615,40,4.4,162.56,2009,11,9,0,0.05
12616,41,4.61,166.01,2009,11,9,0,0.14
12617,42,4.56,167.64,2009,11,9,0,0.266
12618,43,4.21,166.51,2009,11,9,0,0.326
12619,44,3.69,163.14,2009,11,9,0,0.266
12620,45,3.17,158.87,2009,11,9,0,0.175
12621,46,2.76,155.95,2009,11,9,0,0.11
12622,47,2.51,155.19,2009,11,9,0,0.12
12623,48,2.45,156.33,2009,11,9,0,0.426
12628,5,7.95,61.42,2009,11,9,12,0.632
12629,6,7.77,68.81,2009,11,9,12,0.682
12630,7,7.04,77.63,2009,11,9,12,0.807
12631,8,6.1,88.58,2009,11,9,12,0.697
12632,9,5.31,100.47,2009,11,9,12,0.652
12633,10,4.78,109.95,2009,11,9,12,0.682
12634,11,4.38,116.7,2009,11,9,12,0.662
12635,12,4.08,122.51,2009,11,9,12,0.652
12636,13,3.88,129.1,2009,11,9,12,0.677
12637,14,3.71,135.35,2009,11,9,12,0.647
12638,15,3.46,139.71,2009,11,9,12,0.647
12639,16,3.01,141.17,2009,11,9,12,0.647
12640,17,2.53,140.23,2009,11,9,12,0.707
12641,18,2.23,138.31,2009,11,9,12,0.667
12642,19,2.27,137.8,2009,11,9,12,0.591
12643,20,2.5,138.01,2009,11,9,12,0.586
12644,21,2.71,137.37,2009,11,9,12,0.446
12645,22,2.75,135.0,2009,11,9,12,0.481
12646,23,2.74,131.83,2009,11,9,12,0.466
12647,24,2.85,129.67,2009,11,9,12,0.211
12648,25,3.2,130.19,2009,11,9,12,0.216
12649,26,3.7,133.1,2009,11,9,12,0.221
12650,27,4.26,137.72,2009,11,9,12,0.227
12651,28,4.76,143.46,2009,11,9,12,0.232
12652,29,5.12,148.84,2009,11,9,12,0.237
12653,30,5.17,152.92,2009,11,9,12,0.242
12654,31,4.79,155.29,2009,11,9,12,0.247
12655,32,4.16,156.25,2009,11,9,12,0.253
12656,33,3.52,155.68,2009,11,9,12,0.258
12657,34,3.1,153.53,2009,11,9,12,0.263
12658,35,2.9,151.12,2009,11,9,12,0.268
12659,36,2.88,150.61,2009,11,9,12,0.273
12660,37,2.97,153.44,2009,11,9,12,0.279
12661,38,3.11,159.24,2009,11,9,12,0.284
12662,39,3.23,167.55,2009,11,9,12,0.289
12663,40,3.31,178.14,2009,11,9,12,0.294
12664,41,3.39,188.88,2009,11,9,12,0.299
12665,42,3.43,197.29,2009,11,9,12,0.305
12666,43,3.34,202.01,2009,11,9,12,0.31
12667,44,3.16,203.89,2009,11,9,12,0.315
12668,45,3.02,203.75,2009,11,9,12,0.32
12669,46,2.99,202.71,2009,11,9,12,0.325
12670,47,2.98,202.82,2009,11,9,12,0.331
12671,48,2.84,206.48,2009,11,9,12,0.336
12676,5,2.37,143.82,2009,11,10,0,0.185
12677,6,2.41,142.18,2009,11,10,0,0.12
12678,7,2.5,140.21,2009,11,10,0,0.035
12679,8,2.61,138.43,2009,11,10,0,0.085
12680,9,2.73,137.08,2009,11,10,0,0.17
12681,10,2.84,136.44,2009,11,10,0,0.155
12682,11,2.94,137.11,2009,11,10,0,0.226
12683,12,3.04,139.7,2009,11,10,0,0.331
12684,13,3.18,144.39,2009,11,10,0,0.175
12685,14,3.43,149.87,2009,11,10,0,0.05
12686,15,3.85,154.4,2009,11,10,0,0.03
12687,16,4.42,157.02,2009,11,10,0,0.05
12688,17,4.9,158.38,2009,11,10,0,0.14
12689,18,5.02,159.35,2009,11,10,0,0.266
12690,19,4.62,160.54,2009,11,10,0,0.326
12691,20,3.91,161.72,2009,11,10,0,0.266
12692,21,3.24,161.79,2009,11,10,0,0.175
12693,22,2.88,159.31,2009,11,10,0,0.11
12694,23,2.79,156.13,2009,11,10,0,0.12
12695,24,2.89,155.52,2009,11,10,0,0.426
12696,25,3.05,159.24,2009,11,10,0,0.271
12697,26,3.23,166.08,2009,11,10,0,0.326
12698,27,3.38,174.86,2009,11,10,0,0.331
12699,28,3.47,184.96,2009,11,10,0,0.316
12700,29,3.55,194.88,2009,11,10,0,0.296
12701,30,3.6,202.82,2009,11,10,0,0.206
12702,31,3.55,207.76,2009,11,10,0,0.185
12703,32,3.41,210.99,2009,11,10,0,0.216
12704,33,3.24,214.1,2009,11,10,0,0.17
12705,34,3.09,218.42,2009,11,10,0,0.185
12706,35,2.95,224.28,2009,11,10,0,0.18
12707,36,2.77,232.14,2009,11,10,0,0.185
12708,37,2.56,242.77,2009,11,10,0,0.18
12709,38,2.4,255.32,2009,11,10,0,0.12
12710,39,2.32,267.09,2009,11,10,0,0.065
12711,40,2.27,275.25,2009,11,10,0,0.045
12712,41,2.17,279.53,2009,11,10,0,0.075
12713,42,1.98,280.17,2009,11,10,0,0.1
12714,43,1.7,277.5,2009,11,10,0,0.1
12715,44,1.48,276.13,2009,11,10,0,0.065
12716,45,1.47,284.55,2009,11,10,0,0.025
12717,46,1.88,301.48,2009,11,10,0,0.04
12718,47,2.6,313.81,2009,11,10,0,0.035
12719,48,3.23,321.39,2009,11,10,0,0.236
12724,5,4.32,169.94,2009,11,10,12,0.185
12725,6,4.5,171.34,2009,11,10,12,0.12
12726,7,4.14,171.94,2009,11,10,12,0.035
12727,8,3.5,171.49,2009,11,10,12,0.085
12728,9,2.97,169.09,2009,11,10,12,0.17
12729,10,2.84,164.75,2009,11,10,12,0.155
12730,11,2.99,161.26,2009,11,10,12,0.226
12731,12,3.21,160.67,2009,11,10,12,0.331
12732,13,3.32,163.55,2009,11,10,12,0.175
12733,14,3.33,169.52,2009,11,10,12,0.05
12734,15,3.32,178.23,2009,11,10,12,0.03
12735,16,3.34,188.93,2009,11,10,12,0.05
12736,17,3.39,199.93,2009,11,10,12,0.14
12737,18,3.43,209.92,2009,11,10,12,0.266
12738,19,3.35,218.64,2009,11,10,12,0.326
12739,20,3.21,226.28,2009,11,10,12,0.266
12740,21,3.08,232.24,2009,11,10,12,0.175
12741,22,3.0,235.76,2009,11,10,12,0.11
12742,23,2.93,238.53,2009,11,10,12,0.12
12743,24,2.84,243.32,2009,11,10,12,0.426
12744,25,2.77,252.29,2009,11,10,12,0.42
12745,26,2.78,263.25,2009,11,10,12,0.414
12746,27,2.87,272.44,2009,11,10,12,0.407
12747,28,2.93,277.67,2009,11,10,12,0.401
12748,29,2.86,280.0,2009,11,10,12,0.395
12749,30,2.57,280.91,2009,11,10,12,0.389
12750,31,2.08,281.16,2009,11,10,12,0.383
12751,32,1.63,278.64,2009,11,10,12,0.376
12752,33,1.56,270.28,2009,11,10,12,0.37
12753,34,2.11,262.57,2009,11,10,12,0.364
12754,35,2.88,262.33,2009,11,10,12,0.358
12755,36,3.4,268.72,2009,11,10,12,0.352
12756,37,3.48,283.15,2009,11,10,12,0.345
12757,38,3.53,302.58,2009,11,10,12,0.339
12758,39,3.72,319.12,2009,11,10,12,0.333
12759,40,3.78,327.99,2009,11,10,12,0.327
12760,41,3.65,332.02,2009,11,10,12,0.321
12761,42,3.46,333.75,2009,11,10,12,0.314
12762,43,3.39,334.83,2009,11,10,12,0.308
12763,44,3.37,335.73,2009,11,10,12,0.302
12764,45,3.34,336.69,2009,11,10,12,0.296
12765,46,3.21,337.83,2009,11,10,12,0.29
12766,47,3.02,338.15,2009,11,10,12,0.283
12767,48,2.82,336.02,2009,11,10,12,0.277
12772,5,3.39,204.89,2009,11,11,0,0.296
12773,6,3.42,213.45,2009,11,11,0,0.206
12774,7,3.4,218.31,2009,11,11,0,0.185
12775,8,3.33,220.81,2009,11,11,0,0.216
12776,9,3.26,222.74,2009,11,11,0,0.17
12777,10,3.24,225.58,2009,11,11,0,0.185
12778,11,3.21,229.95,2009,11,11,0,0.18
12779,12,3.11,236.69,2009,11,11,0,0.185
12780,13,2.92,246.92,2009,11,11,0,0.18
12781,14,2.8,259.16,2009,11,11,0,0.12
12782,15,2.8,269.3,2009,11,11,0,0.065
12783,16,2.87,273.81,2009,11,11,0,0.045
12784,17,2.85,273.95,2009,11,11,0,0.075
12785,18,2.65,271.7,2009,11,11,0,0.1
12786,19,2.24,268.04,2009,11,11,0,0.1
12787,20,1.87,263.49,2009,11,11,0,0.065
12788,21,1.85,261.38,2009,11,11,0,0.025
12789,22,2.36,264.57,2009,11,11,0,0.04
12790,23,3.09,270.03,2009,11,11,0,0.035
12791,24,3.65,277.08,2009,11,11,0,0.236
12792,25,3.77,287.49,2009,11,11,0,0.13
12793,26,3.71,300.88,2009,11,11,0,0.216
12794,27,3.69,314.07,2009,11,11,0,0.361
12795,28,3.72,323.17,2009,11,11,0,0.441
12796,29,3.7,328.71,2009,11,11,0,0.391
12797,30,3.58,332.29,2009,11,11,0,0.381
12798,31,3.37,335.19,2009,11,11,0,0.256
12799,32,3.1,338.19,2009,11,11,0,0.251
12800,33,2.79,342.1,2009,11,11,0,0.185
12801,34,2.49,347.39,2009,11,11,0,0.321
12802,35,2.23,352.07,2009,11,11,0,0.135
12803,36,2.04,352.1,2009,11,11,0,0.15
12804,37,1.96,343.98,2009,11,11,0,0.165
12805,38,2.03,331.27,2009,11,11,0,0.04
12806,39,2.24,320.26,2009,11,11,0,0.0
12807,40,2.45,313.62,2009,11,11,0,0.0
12808,41,2.54,309.59,2009,11,11,0,0.005
12809,42,2.45,306.11,2009,11,11,0,0.005
12810,43,2.15,301.52,2009,11,11,0,0.0
12811,44,1.88,296.87,2009,11,11,0,0.0
12812,45,1.87,296.68,2009,11,11,0,0.005
12813,46,2.28,302.77,2009,11,11,0,0.01
12814,47,2.93,308.99,2009,11,11,0,0.065
12815,48,3.48,313.23,2009,11,11,0,0.075
12820,5,2.99,261.16,2009,11,11,12,0.296
12821,6,2.92,265.69,2009,11,11,12,0.206
12822,7,2.48,265.12,2009,11,11,12,0.185
12823,8,1.99,258.91,2009,11,11,12,0.216
12824,9,1.9,250.06,2009,11,11,12,0.17
12825,10,2.42,248.15,2009,11,11,12,0.185
12826,11,3.15,252.47,2009,11,11,12,0.18
12827,12,3.64,260.78,2009,11,11,12,0.185
12828,13,3.67,274.83,2009,11,11,12,0.18
12829,14,3.61,293.41,2009,11,11,12,0.12
12830,15,3.7,310.41,2009,11,11,12,0.065
12831,16,3.76,320.76,2009,11,11,12,0.045
12832,17,3.66,326.53,2009,11,11,12,0.075
12833,18,3.48,330.11,2009,11,11,12,0.1
12834,19,3.31,332.88,2009,11,11,12,0.1
12835,20,3.13,335.12,2009,11,11,12,0.065
12836,21,2.85,337.01,2009,11,11,12,0.025
12837,22,2.46,338.69,2009,11,11,12,0.04
12838,23,2.04,339.14,2009,11,11,12,0.035
12839,24,1.68,335.72,2009,11,11,12,0.236
12840,25,1.53,325.95,2009,11,11,12,0.232
12841,26,1.66,314.97,2009,11,11,12,0.228
12842,27,2.04,309.88,2009,11,11,12,0.223
12843,28,2.57,310.68,2009,11,11,12,0.219
12844,29,3.01,312.48,2009,11,11,12,0.215
12845,30,3.04,312.52,2009,11,11,12,0.211
12846,31,2.51,308.59,2009,11,11,12,0.206
12847,32,1.86,299.81,2009,11,11,12,0.202
12848,33,1.61,292.41,2009,11,11,12,0.198
12849,34,2.01,298.64,2009,11,11,12,0.194
12850,35,2.82,307.36,2009,11,11,12,0.189
12851,36,3.55,313.22,2009,11,11,12,0.185
12852,37,3.79,317.4,2009,11,11,12,0.181
12853,38,3.69,320.85,2009,11,11,12,0.177
12854,39,3.52,323.03,2009,11,11,12,0.172
12855,40,3.46,322.87,2009,11,11,12,0.168
12856,41,3.51,321.34,2009,11,11,12,0.164
12857,42,3.58,320.13,2009,11,11,12,0.16
12858,43,3.59,320.32,2009,11,11,12,0.155
12859,44,3.51,321.47,2009,11,11,12,0.151
12860,45,3.34,322.83,2009,11,11,12,0.147
12861,46,3.09,323.68,2009,11,11,12,0.143
12862,47,2.92,323.45,2009,11,11,12,0.138
12863,48,3.02,321.72,2009,11,11,12,0.134
12868,5,3.67,304.57,2009,11,12,0,0.391
12869,6,3.51,312.32,2009,11,12,0,0.381
12870,7,3.49,317.47,2009,11,12,0,0.256
12871,8,3.52,321.13,2009,11,12,0,0.251
12872,9,3.57,325.51,2009,11,12,0,0.185
12873,10,3.6,331.84,2009,11,12,0,0.321
12874,11,3.57,337.3,2009,11,12,0,0.135
12875,12,3.34,338.32,2009,11,12,0,0.15
12876,13,2.84,330.96,2009,11,12,0,0.165
12877,14,2.42,315.7,2009,11,12,0,0.04
12878,15,2.35,301.98,2009,11,12,0,0.0
12879,16,2.49,300.66,2009,11,12,0,0.0
12880,17,2.62,305.58,2009,11,12,0,0.005
12881,18,2.56,308.49,2009,11,12,0,0.005
