,date,hors,ws,wd,horsObs,wp1
24078,20100308,31,2.36,108.77,12,0.02
24079,20100308,32,2.57,104.35,12,0.0
24080,20100308,33,2.7,106.45,12,0.0
24081,20100308,34,2.71,117.16,12,0.01
24082,20100308,35,2.68,133.91,12,0.02
24084,20100308,37,2.56,175.8,12,0.0
24085,20100308,38,2.49,198.94,12,0.0
24086,20100308,39,2.36,221.42,12,0.0
24087,20100308,40,2.05,246.25,12,0.0
24088,20100308,41,1.89,277.45,12,0.0
24089,20100308,42,2.08,304.68,12,0.0
24090,20100308,43,2.38,319.15,12,0.0
24091,20100308,44,2.67,325.34,12,0.0
24092,20100308,45,3.08,326.42,12,0.0
24093,20100308,46,3.71,324.57,12,0.0
24098,20100309,3,5.37,102.22,0,0.456
24099,20100309,4,5.61,102.63,0,0.531
24100,20100309,5,5.72,102.49,0,0.436
24101,20100309,6,5.73,101.72,0,0.426
24102,20100309,7,5.68,100.3,0,0.336
24103,20100309,8,5.64,98.7,0,0.281
24104,20100309,9,5.71,97.64,0,0.271
24105,20100309,10,5.9,97.75,0,0.246
24106,20100309,11,5.97,99.35,0,0.316
24107,20100309,12,5.59,103.09,0,0.321
24108,20100309,13,4.63,110.73,0,0.29600000000000004
24109,20100309,14,3.56,122.64,0,0.135
24110,20100309,15,2.79,133.07,0,0.03
24111,20100309,16,2.38,128.37,0,0.0
24112,20100309,17,2.37,112.19,0,0.0
24113,20100309,18,2.6,101.07,0,0.01
24114,20100309,19,2.63,101.84,0,0.02
24115,20100309,20,2.49,111.19,0,0.0
24116,20100309,21,2.36,125.16,0,0.0
24117,20100309,22,2.32,138.7,0,0.01
24118,20100309,23,2.24,152.27,0,0.02
24120,20100309,25,1.97,199.57,0,0.0
24121,20100309,26,2.29,228.73,0,0.0
24122,20100309,27,2.79,247.89,0,0.0
24123,20100309,28,3.08,260.52,0,0.0
24124,20100309,29,3.12,272.95,0,0.0
24125,20100309,30,3.12,289.01,0,0.0
24126,20100309,31,3.37,307.93,0,0.0
24127,20100309,32,3.96,321.89,0,0.0
24128,20100309,33,4.63,327.0,0,0.0
24129,20100309,34,5.12,324.23,0,0.0
24130,20100309,35,5.34,318.37,0,0.04
24131,20100309,36,5.1,312.93,0,0.095
24132,20100309,37,4.28,309.86,0,0.15
24133,20100309,38,3.2,308.5,0,0.175
24134,20100309,39,2.36,307.96,0,0.16
24135,20100309,40,2.12,306.91,0,0.14
24136,20100309,41,2.33,305.55,0,0.185
24137,20100309,42,2.69,304.32,0,0.17
24138,20100309,43,2.97,303.12,0,0.16
24139,20100309,44,3.21,301.9,0,0.195
24140,20100309,45,3.5,300.81,0,0.18
24141,20100309,46,3.9,300.11,0,0.241
24146,20100309,3,2.71,140.22,12,0.456
24147,20100309,4,2.28,125.88,12,0.531
24148,20100309,5,2.14,103.11,12,0.436
24149,20100309,6,2.34,87.0,12,0.426
24150,20100309,7,2.5,84.82,12,0.336
24151,20100309,8,2.47,92.65,12,0.281
24152,20100309,9,2.34,108.76,12,0.271
24153,20100309,10,2.26,132.0,12,0.246
24154,20100309,11,2.31,156.56,12,0.316
24155,20100309,12,2.24,180.34,12,0.321
24156,20100309,13,1.97,211.02,12,0.0
24157,20100309,14,2.01,249.9,12,0.0
24158,20100309,15,2.44,279.68,12,0.0
24159,20100309,16,2.77,299.0,12,0.0
24160,20100309,17,3.01,314.53,12,0.0
24161,20100309,18,3.36,326.14,12,0.0
24165,20100309,22,5.37,324.99,12,0.0
24166,20100309,23,5.52,319.75,12,0.04
24167,20100309,24,5.22,315.44,12,0.095
24168,20100309,25,4.38,312.7,12,0.15
24169,20100309,26,3.31,310.82,12,0.175
24170,20100309,27,2.49,309.18,12,0.16
24171,20100309,28,2.26,307.66,12,0.14
24172,20100309,29,2.45,306.52,12,0.185
24173,20100309,30,2.76,305.38,12,0.17
24174,20100309,31,2.96,303.74,12,0.16
24175,20100309,32,3.05,302.08,12,0.195
24176,20100309,33,3.07,301.15,12,0.18
24177,20100309,34,3.08,301.44,12,0.241
24178,20100309,35,3.06,302.22,12,0.276
24180,20100309,37,2.9,301.25,12,0.396
24181,20100309,38,2.78,299.64,12,0.456
24182,20100309,39,2.68,299.09,12,0.386
24183,20100309,40,2.62,300.9,12,0.446
24184,20100309,41,2.6,304.61,12,0.446
24185,20100309,42,2.62,309.16,12,0.35600000000000004
24186,20100309,43,2.66,313.51,12,0.361
24187,20100309,44,2.69,316.97,12,0.416
24188,20100309,45,2.68,319.02,12,0.246
24189,20100309,46,2.61,319.28,12,0.175
24194,20100310,3,2.04,242.88,0,0.0
24195,20100310,4,2.23,266.02,0,0.0
24196,20100310,5,2.49,287.39,0,0.0
24197,20100310,6,2.92,306.67,0,0.0
24198,20100310,7,3.58,321.32,0,0.0
24201,20100310,10,5.29,323.14,0,0.0
24202,20100310,11,5.42,314.57,0,0.04
24203,20100310,12,5.16,307.12,0,0.095
24204,20100310,13,4.34,302.72,0,0.15
24205,20100310,14,3.26,300.63,0,0.175
24206,20100310,15,2.42,300.59,0,0.16
24207,20100310,16,2.2,302.05,0,0.14
24208,20100310,17,2.42,303.31,0,0.185
24209,20100310,18,2.77,303.31,0,0.17
24210,20100310,19,3.0,302.11,0,0.16
24211,20100310,20,3.12,300.56,0,0.195
24212,20100310,21,3.23,299.61,0,0.18
24213,20100310,22,3.39,299.96,0,0.241
24214,20100310,23,3.56,301.32,0,0.276
24216,20100310,25,3.65,305.66,0,0.396
24217,20100310,26,3.54,308.02,0,0.456
24218,20100310,27,3.36,309.85,0,0.386
24219,20100310,28,3.13,310.62,0,0.446
24220,20100310,29,2.88,310.44,0,0.446
24221,20100310,30,2.67,309.7,0,0.35600000000000004
24222,20100310,31,2.53,308.92,0,0.361
24223,20100310,32,2.45,308.6,0,0.416
24224,20100310,33,2.43,309.21,0,0.246
24225,20100310,34,2.45,310.85,0,0.175
24226,20100310,35,2.49,312.43,0,0.29600000000000004
24227,20100310,36,2.51,312.73,0,0.226
24228,20100310,37,2.49,310.91,0,0.11
24229,20100310,38,2.46,307.55,0,0.08
24230,20100310,39,2.44,303.67,0,0.03
24231,20100310,40,2.46,300.11,0,0.045
24232,20100310,41,2.55,296.44,0,0.09
24233,20100310,42,2.76,292.16,0,0.105
24234,20100310,43,3.13,287.64,0,0.085
24235,20100310,44,3.57,284.48,0,0.09
24236,20100310,45,3.97,283.5,0,0.15
24237,20100310,46,4.23,284.69,0,0.19
24242,20100310,3,2.53,301.52,12,0.0
24243,20100310,4,2.54,299.15,12,0.0
24244,20100310,5,2.62,299.45,12,0.0
24245,20100310,6,2.74,300.04,12,0.0
24246,20100310,7,2.9,299.35,12,0.0
24247,20100310,8,3.11,298.12,12,0.0
24248,20100310,9,3.37,297.45,12,0.0
24249,20100310,10,3.67,297.9,12,0.0
24250,20100310,11,3.94,299.08,12,0.04
24251,20100310,12,4.09,300.62,12,0.095
24252,20100310,13,4.08,302.37,12,0.396
24253,20100310,14,3.96,304.32,12,0.456
24254,20100310,15,3.78,306.36,12,0.386
24255,20100310,16,3.61,308.22,12,0.446
24256,20100310,17,3.42,309.26,12,0.446
24257,20100310,18,3.16,308.69,12,0.35600000000000004
24258,20100310,19,2.84,305.73,12,0.361
24259,20100310,20,2.57,301.33,12,0.416
24260,20100310,21,2.47,298.29,12,0.246
24261,20100310,22,2.59,299.26,12,0.175
24262,20100310,23,2.8,302.31,12,0.29600000000000004
24263,20100310,24,2.92,305.15,12,0.226
24264,20100310,25,2.81,306.73,12,0.11
24265,20100310,26,2.57,306.86,12,0.08
24266,20100310,27,2.36,304.99,12,0.03
24267,20100310,28,2.33,300.94,12,0.045
24268,20100310,29,2.49,296.02,12,0.09
24269,20100310,30,2.82,291.75,12,0.105
24270,20100310,31,3.26,288.82,12,0.085
24271,20100310,32,3.74,287.31,12,0.09
24272,20100310,33,4.15,287.02,12,0.15
24273,20100310,34,4.43,287.69,12,0.19
24274,20100310,35,4.55,288.64,12,0.331
24276,20100310,37,4.35,288.92,12,0.642
24277,20100310,38,4.1,288.07,12,0.727
24278,20100310,39,3.86,287.23,12,0.7120000000000001
24279,20100310,40,3.68,287.05,12,0.682
24280,20100310,41,3.6,287.59,12,0.652
24281,20100310,42,3.63,288.64,12,0.682
24282,20100310,43,3.76,289.87,12,0.737
24283,20100310,44,3.95,290.81,12,0.7070000000000001
24284,20100310,45,4.1,291.11,12,0.687
24285,20100310,46,4.15,290.71,12,0.596
24290,20100311,3,4.78,302.62,0,0.386
24291,20100311,4,4.45,307.96,0,0.446
24292,20100311,5,3.98,313.44,0,0.446
24293,20100311,6,3.45,316.41,0,0.35600000000000004
24294,20100311,7,2.99,313.12,0,0.361
24295,20100311,8,2.76,304.48,0,0.416
24296,20100311,9,2.95,297.0,0,0.246
24297,20100311,10,3.5,296.0,0,0.175
24298,20100311,11,4.06,298.08,0,0.29600000000000004
24299,20100311,12,4.22,300.26,0,0.226
24300,20100311,13,3.72,301.43,0,0.11
24301,20100311,14,2.88,301.05,0,0.08
24302,20100311,15,2.17,297.06,0,0.03
24303,20100311,16,2.0,288.79,0,0.045
24304,20100311,17,2.28,282.5,0,0.09
24305,20100311,18,2.77,281.24,0,0.105
24306,20100311,19,3.26,283.58,0,0.085
24307,20100311,20,3.71,286.95,0,0.09
24308,20100311,21,4.08,289.73,0,0.15
24309,20100311,22,4.34,291.11,0,0.19
24310,20100311,23,4.47,291.18,0,0.331
24312,20100311,25,4.4,287.7,0,0.642
24313,20100311,26,4.28,285.49,0,0.727
24314,20100311,27,4.14,285.08,0,0.7120000000000001
24315,20100311,28,4.02,287.75,0,0.682
24316,20100311,29,3.91,292.06,0,0.652
24317,20100311,30,3.76,295.8,0,0.682
24318,20100311,31,3.51,297.16,0,0.737
24319,20100311,32,3.27,296.35,0,0.7070000000000001
24320,20100311,33,3.17,294.35,0,0.687
24321,20100311,34,3.31,292.59,0,0.596
24322,20100311,35,3.59,291.98,0,0.596
24323,20100311,36,3.86,292.75,0,0.591
24324,20100311,37,4.03,294.87,0,0.541
24325,20100311,38,4.14,297.52,0,0.506
24326,20100311,39,4.25,299.68,0,0.506
24327,20100311,40,4.42,300.48,0,0.426
24328,20100311,41,4.54,299.77,0,0.331
24329,20100311,42,4.51,297.46,0,0.241
24330,20100311,43,4.3,293.4,0,0.266
24331,20100311,44,4.06,288.81,0,0.501
24332,20100311,45,3.99,286.25,0,0.561
24333,20100311,46,4.17,287.72,0,0.647
24338,20100311,3,2.74,285.97,12,0.386
24339,20100311,4,2.74,285.16,12,0.446
24340,20100311,5,2.81,286.89,12,0.446
24341,20100311,6,3.0,289.37,12,0.35600000000000004
24342,20100311,7,3.35,291.06,12,0.361
24343,20100311,8,3.76,291.97,12,0.416
24344,20100311,9,4.12,292.46,12,0.246
24345,20100311,10,4.35,292.8,12,0.175
24346,20100311,11,4.45,292.85,12,0.29600000000000004
24347,20100311,12,4.46,292.39,12,0.226
24348,20100311,13,4.4,291.25,12,0.642
24349,20100311,14,4.29,289.74,12,0.727
24350,20100311,15,4.15,288.27,12,0.7120000000000001
24351,20100311,16,3.99,287.26,12,0.682
24352,20100311,17,3.82,286.92,12,0.652
24353,20100311,18,3.69,287.46,12,0.682
24354,20100311,19,3.6,288.9,12,0.737
24355,20100311,20,3.59,290.67,12,0.7070000000000001
24356,20100311,21,3.66,291.94,12,0.687
24357,20100311,22,3.8,292.21,12,0.596
24358,20100311,23,3.98,291.9,12,0.596
24359,20100311,24,4.18,291.6,12,0.591
24360,20100311,25,4.35,291.69,12,0.541
24361,20100311,26,4.45,292.12,12,0.506
24362,20100311,27,4.44,292.78,12,0.506
24363,20100311,28,4.3,293.53,12,0.426
24364,20100311,29,4.13,293.82,12,0.331
24365,20100311,30,4.03,292.88,12,0.241
24366,20100311,31,4.09,290.4,12,0.266
24367,20100311,32,4.28,287.8,12,0.501
24368,20100311,33,4.48,286.58,12,0.561
24369,20100311,34,4.63,287.39,12,0.647
24370,20100311,35,4.71,289.11,12,0.752
24372,20100311,37,4.74,290.2,12,0.762
24373,20100311,38,4.74,289.15,12,0.777
24374,20100311,39,4.8,288.17,12,0.802
24375,20100311,40,4.94,287.9,12,0.8320000000000001
24376,20100311,41,5.1,287.77,12,0.8370000000000001
24377,20100311,42,5.2,286.95,12,0.867
24378,20100311,43,5.19,284.89,12,0.892
24379,20100311,44,5.16,282.12,12,0.907
24380,20100311,45,5.21,279.61,12,0.877
24381,20100311,46,5.38,278.15,12,0.812
24386,20100312,3,4.35,283.98,0,0.7120000000000001
24387,20100312,4,4.24,285.26,0,0.682
24388,20100312,5,4.06,286.84,0,0.652
24389,20100312,6,3.84,288.33,0,0.682
24390,20100312,7,3.64,289.4,0,0.737
24391,20100312,8,3.48,290.31,0,0.7070000000000001
24392,20100312,9,3.42,291.52,0,0.687
24393,20100312,10,3.47,293.21,0,0.596
24394,20100312,11,3.62,294.55,0,0.596
24395,20100312,12,3.81,294.65,0,0.591
24396,20100312,13,3.98,293.25,0,0.541
24397,20100312,14,4.09,291.56,0,0.506
24398,20100312,15,4.06,290.89,0,0.506
24399,20100312,16,3.85,292.09,0,0.426
24400,20100312,17,3.59,293.89,0,0.331
24401,20100312,18,3.42,293.87,0,0.241
24402,20100312,19,3.46,290.26,0,0.266
24403,20100312,20,3.67,285.62,0,0.501
24404,20100312,21,3.97,283.01,0,0.561
24405,20100312,22,4.23,283.67,0,0.647
24406,20100312,23,4.43,286.13,0,0.752
24408,20100312,25,4.61,290.4,0,0.762
24409,20100312,26,4.62,290.81,0,0.777
24410,20100312,27,4.64,289.88,0,0.802
24411,20100312,28,4.74,287.65,0,0.8320000000000001
24412,20100312,29,4.87,284.87,0,0.8370000000000001
24413,20100312,30,5.0,282.28,0,0.867
24414,20100312,31,5.07,280.33,0,0.892
24415,20100312,32,5.06,278.89,0,0.907
24416,20100312,33,4.96,277.67,0,0.877
24417,20100312,34,4.8,276.53,0,0.812
24418,20100312,35,4.77,275.72,0,0.8270000000000001
24419,20100312,36,5.1,275.69,0,0.732
24420,20100312,37,5.94,276.4,0,0.802
24421,20100312,38,6.95,276.84,0,0.812
24422,20100312,39,7.71,276.39,0,0.757
24423,20100312,40,7.88,274.73,0,0.732
24424,20100312,41,7.58,272.1,0,0.847
24425,20100312,42,7.01,268.87,0,0.902
24426,20100312,43,6.36,265.48,0,0.942
24427,20100312,44,5.8,261.95,0,0.942
24428,20100312,45,5.49,258.49,0,0.947
24429,20100312,46,5.54,255.71,0,0.922
24434,20100312,3,3.0,291.58,12,0.7120000000000001
24435,20100312,4,3.19,295.47,12,0.682
24436,20100312,5,3.44,298.3,12,0.652
24437,20100312,6,3.59,298.43,12,0.682
24438,20100312,7,3.58,295.06,12,0.737
24439,20100312,8,3.52,289.85,12,0.7070000000000001
24440,20100312,9,3.57,285.66,12,0.687
24441,20100312,10,3.79,284.92,12,0.596
24442,20100312,11,4.08,286.45,12,0.596
24443,20100312,12,4.36,288.44,12,0.591
24444,20100312,13,4.53,289.84,12,0.762
24445,20100312,14,4.62,290.57,12,0.777
24446,20100312,15,4.68,290.68,12,0.802
24447,20100312,16,4.75,290.14,12,0.8320000000000001
24448,20100312,17,4.82,288.97,12,0.8370000000000001
24449,20100312,18,4.88,287.18,12,0.867
24450,20100312,19,4.92,284.83,12,0.892
24451,20100312,20,4.95,282.27,12,0.907
24452,20100312,21,5.0,279.94,12,0.877
24453,20100312,22,5.06,278.21,12,0.812
24454,20100312,23,5.13,277.09,12,0.8270000000000001
24455,20100312,24,5.23,276.51,12,0.732
24456,20100312,25,5.35,276.29,12,0.802
24457,20100312,26,5.52,275.96,12,0.812
24458,20100312,27,5.77,275.06,12,0.757
24459,20100312,28,6.09,273.36,12,0.732
24460,20100312,29,6.35,271.33,12,0.847
24461,20100312,30,6.34,269.28,12,0.902
24462,20100312,31,5.97,267.16,12,0.942
24463,20100312,32,5.43,264.48,12,0.942
24464,20100312,33,5.01,260.91,12,0.947
24465,20100312,34,4.9,256.8,12,0.922
24466,20100312,35,5.01,253.14,12,0.927
24468,20100312,37,5.12,248.48,12,0.947
24469,20100312,38,5.03,246.78,12,0.947
24470,20100312,39,4.97,244.76,12,0.942
24471,20100312,40,5.04,242.22,12,0.907
24472,20100312,41,5.23,239.83,12,0.872
24473,20100312,42,5.49,238.31,12,0.857
24474,20100312,43,5.78,238.05,12,0.852
24475,20100312,44,6.05,238.79,12,0.8220000000000001
24476,20100312,45,6.25,240.24,12,0.802
24477,20100312,46,6.33,242.16,12,0.777
24482,20100313,3,4.87,288.02,0,0.802
24483,20100313,4,4.85,288.53,0,0.8320000000000001
24484,20100313,5,4.86,288.12,0,0.8370000000000001
24485,20100313,6,4.93,286.82,0,0.867
24486,20100313,7,5.06,284.8,0,0.892
24487,20100313,8,5.2,282.54,0,0.907
24488,20100313,9,5.31,280.48,0,0.877
24489,20100313,10,5.33,278.82,0,0.812
24490,20100313,11,5.3,277.25,0,0.8270000000000001
24491,20100313,12,5.27,275.42,0,0.732
24492,20100313,13,5.31,273.25,0,0.802
24493,20100313,14,5.52,271.52,0,0.812
24494,20100313,15,5.98,271.12,0,0.757
24495,20100313,16,6.71,272.16,0,0.732
24496,20100313,17,7.41,273.12,0,0.847
24497,20100313,18,7.7,272.78,0,0.902
24498,20100313,19,7.34,270.28,0,0.942
24499,20100313,20,6.63,266.04,0,0.942
24500,20100313,21,5.98,261.48,0,0.947
24501,20100313,22,5.63,258.91,0,0.922
24502,20100313,23,5.51,258.27,0,0.927
24504,20100313,25,5.37,257.35,0,0.947
24505,20100313,26,5.3,255.96,0,0.947
24506,20100313,27,5.32,254.6,0,0.942
24507,20100313,28,5.48,253.78,0,0.907
24508,20100313,29,5.7,253.24,0,0.872
24509,20100313,30,5.91,252.53,0,0.857
24510,20100313,31,6.03,251.38,0,0.852
24511,20100313,32,6.1,249.95,0,0.8220000000000001
24512,20100313,33,6.14,248.6,0,0.802
24513,20100313,34,6.21,247.49,0,0.777
24514,20100313,35,6.23,246.06,0,0.732
24515,20100313,36,6.15,243.49,0,0.747
24516,20100313,37,5.95,239.28,0,0.772
24517,20100313,38,5.71,234.79,0,0.737
24518,20100313,39,5.48,232.34,0,0.777
24519,20100313,40,5.27,233.79,0,0.762
24520,20100313,41,5.08,237.36,0,0.737
24521,20100313,42,4.88,239.94,0,0.607
24522,20100313,43,4.63,238.98,0,0.7020000000000001
24523,20100313,44,4.39,235.66,0,0.767
24524,20100313,45,4.25,232.7,0,0.6920000000000001
24525,20100313,46,4.24,232.63,0,0.7170000000000001
24530,20100313,3,7.06,270.32,12,0.802
24531,20100313,4,7.74,273.28,12,0.8320000000000001
24534,20100313,7,7.69,273.24,12,0.892
24535,20100313,8,6.73,268.05,12,0.907
24536,20100313,9,5.99,262.49,12,0.877
24537,20100313,10,5.75,260.18,12,0.812
24538,20100313,11,5.85,260.28,12,0.8270000000000001
24539,20100313,12,6.07,259.83,12,0.732
24540,20100313,13,6.23,256.9,12,0.947
24541,20100313,14,6.38,253.06,12,0.947
24542,20100313,15,6.54,250.61,12,0.942
24543,20100313,16,6.71,251.0,12,0.907
24544,20100313,17,6.86,252.99,12,0.872
24545,20100313,18,6.97,254.85,12,0.857
24546,20100313,19,7.02,255.35,12,0.852
24547,20100313,20,7.01,254.58,12,0.8220000000000001
24548,20100313,21,6.97,252.94,12,0.802
24549,20100313,22,6.93,250.79,12,0.777
24550,20100313,23,6.91,248.38,12,0.732
24551,20100313,24,6.92,245.97,12,0.747
24552,20100313,25,6.95,243.82,12,0.772
24553,20100313,26,6.97,242.24,12,0.737
24554,20100313,27,6.93,241.51,12,0.777
24555,20100313,28,6.78,241.79,12,0.762
24556,20100313,29,6.51,242.71,12,0.737
24557,20100313,30,6.12,243.76,12,0.607
24558,20100313,31,5.6,244.46,12,0.7020000000000001
24559,20100313,32,5.04,244.59,12,0.767
24560,20100313,33,4.55,243.87,12,0.6920000000000001
24561,20100313,34,4.2,242.24,12,0.7170000000000001
24562,20100313,35,4.0,240.64,12,0.7170000000000001
24564,20100313,37,3.97,242.39,12,0.667
24565,20100313,38,4.01,244.44,12,0.772
24566,20100313,39,3.95,244.17,12,0.7020000000000001
24567,20100313,40,3.71,239.69,12,0.461
24568,20100313,41,3.44,232.19,12,0.361
24569,20100313,42,3.28,225.02,12,0.316
24570,20100313,43,3.24,221.9,12,0.271
24571,20100313,44,3.26,221.99,12,0.381
24572,20100313,45,3.29,222.89,12,0.35100000000000003
24573,20100313,46,3.29,222.77,12,0.436
24578,20100314,3,6.14,252.17,0,0.942
24579,20100314,4,6.25,251.96,0,0.907
24580,20100314,5,6.5,252.24,0,0.872
24581,20100314,6,6.8,252.67,0,0.857
24582,20100314,7,7.05,252.99,0,0.852
24583,20100314,8,7.19,253.04,0,0.8220000000000001
24584,20100314,9,7.13,252.69,0,0.802
24585,20100314,10,6.86,251.75,0,0.777
24586,20100314,11,6.51,250.13,0,0.732
24587,20100314,12,6.28,247.83,0,0.747
24588,20100314,13,6.31,245.17,0,0.772
24589,20100314,14,6.46,242.56,0,0.737
24590,20100314,15,6.54,240.12,0,0.777
24591,20100314,16,6.4,237.75,0,0.762
24592,20100314,17,6.07,235.52,0,0.737
24593,20100314,18,5.6,233.64,0,0.607
24594,20100314,19,5.08,232.45,0,0.7020000000000001
24595,20100314,20,4.61,232.04,0,0.767
24596,20100314,21,4.36,232.42,0,0.6920000000000001
24597,20100314,22,4.4,233.42,0,0.7170000000000001
24598,20100314,23,4.6,234.83,0,0.7170000000000001
24600,20100314,25,4.76,238.6,0,0.667
24601,20100314,26,4.6,240.39,0,0.772
24602,20100314,27,4.35,240.94,0,0.7020000000000001
24603,20100314,28,4.08,239.31,0,0.461
24604,20100314,29,3.82,235.94,0,0.361
24605,20100314,30,3.63,232.03,0,0.316
24606,20100314,31,3.51,228.92,0,0.271
24607,20100314,32,3.45,226.8,0,0.381
24608,20100314,33,3.43,225.39,0,0.35100000000000003
24609,20100314,34,3.43,224.4,0,0.436
24610,20100314,35,3.41,223.67,0,0.622
24611,20100314,36,3.33,223.09,0,0.376
24612,20100314,37,3.18,222.56,0,0.236
24613,20100314,38,3.0,222.19,0,0.19
24614,20100314,39,2.82,222.22,0,0.281
24615,20100314,40,2.69,222.59,0,0.276
24616,20100314,41,2.63,221.79,0,0.241
24617,20100314,42,2.68,217.97,0,0.12
24618,20100314,43,2.86,210.31,0,0.18
24619,20100314,44,3.24,200.21,0,0.206
24620,20100314,45,3.84,189.62,0,0.281
24621,20100314,46,4.63,180.85,0,0.201
24626,20100314,3,6.21,245.23,12,0.942
24627,20100314,4,5.94,243.66,12,0.907
24628,20100314,5,5.6,241.61,12,0.872
24629,20100314,6,5.19,239.19,12,0.857
24630,20100314,7,4.73,236.6,12,0.852
24631,20100314,8,4.33,234.26,12,0.8220000000000001
24632,20100314,9,4.08,233.06,12,0.802
24633,20100314,10,4.07,233.81,12,0.777
24634,20100314,11,4.19,236.02,12,0.732
24635,20100314,12,4.33,238.9,12,0.747
24636,20100314,13,4.37,241.84,12,0.667
24637,20100314,14,4.33,243.87,12,0.772
24638,20100314,15,4.24,243.7,12,0.7020000000000001
24639,20100314,16,4.12,240.32,12,0.461
24640,20100314,17,4.0,234.83,12,0.361
24641,20100314,18,3.85,228.89,12,0.316
24642,20100314,19,3.64,223.77,12,0.271
24643,20100314,20,3.4,219.29,12,0.381
24644,20100314,21,3.22,215.24,12,0.35100000000000003
24645,20100314,22,3.15,211.86,12,0.436
24646,20100314,23,3.15,209.99,12,0.622
24647,20100314,24,3.16,210.29,12,0.376
24648,20100314,25,3.13,212.98,12,0.236
24649,20100314,26,3.07,216.89,12,0.19
24650,20100314,27,2.98,220.41,12,0.281
24651,20100314,28,2.86,222.03,12,0.276
24652,20100314,29,2.73,220.8,12,0.241
24653,20100314,30,2.64,215.86,12,0.12
24654,20100314,31,2.67,207.13,12,0.18
24655,20100314,32,2.95,197.28,12,0.206
24656,20100314,33,3.54,189.9,12,0.281
24657,20100314,34,4.38,186.7,12,0.201
24658,20100314,35,5.16,187.96,12,0.175
24660,20100314,37,5.56,206.28,12,0.311
24661,20100314,38,5.53,220.28,12,0.406
24662,20100314,39,5.48,229.06,12,0.331
24663,20100314,40,5.09,227.48,12,0.211
24664,20100314,41,4.51,217.39,12,0.08
24665,20100314,42,4.02,203.31,12,0.08
24666,20100314,43,3.6,191.18,12,0.095
24667,20100314,44,3.26,180.73,12,0.07
24668,20100314,45,3.17,170.89,12,0.035
24669,20100314,46,3.46,163.07,12,0.015
24674,20100315,3,3.47,235.82,0,0.7020000000000001
24675,20100315,4,3.53,236.26,0,0.461
24676,20100315,5,3.63,236.01,0,0.361
24677,20100315,6,3.67,234.89,0,0.316
24678,20100315,7,3.57,232.66,0,0.271
24679,20100315,8,3.41,229.37,0,0.381
24680,20100315,9,3.31,225.47,0,0.35100000000000003
24681,20100315,10,3.34,221.82,0,0.436
24682,20100315,11,3.42,218.93,0,0.622
24683,20100315,12,3.42,216.72,0,0.376
24684,20100315,13,3.26,214.94,0,0.236
24685,20100315,14,3.02,213.76,0,0.19
24686,20100315,15,2.81,213.82,0,0.281
24687,20100315,16,2.74,215.32,0,0.276
24688,20100315,17,2.77,215.83,0,0.241
24689,20100315,18,2.89,212.5,0,0.12
24690,20100315,19,3.1,204.44,0,0.18
24691,20100315,20,3.51,195.97,0,0.206
24692,20100315,21,4.11,191.27,0,0.281
24693,20100315,22,4.8,191.53,0,0.201
24694,20100315,23,5.39,195.34,0,0.175
24696,20100315,25,5.77,212.05,0,0.311
24697,20100315,26,5.74,222.41,0,0.406
24698,20100315,27,5.67,228.92,0,0.331
24699,20100315,28,5.45,228.15,0,0.211
24700,20100315,29,5.07,221.33,0,0.08
24701,20100315,30,4.65,210.72,0,0.08
24702,20100315,31,4.23,198.62,0,0.095
24703,20100315,32,3.95,186.69,0,0.07
24704,20100315,33,3.85,178.04,0,0.035
24705,20100315,34,3.91,175.43,0,0.015
24706,20100315,35,3.95,177.02,0,0.005
24707,20100315,36,3.88,179.95,0,0.005
24708,20100315,37,3.59,182.4,0,0.0
24709,20100315,38,3.17,185.02,0,0.0
24710,20100315,39,2.79,189.12,0,0.0
24711,20100315,40,2.55,195.23,0,0.0
24712,20100315,41,2.42,200.44,0,0.03
24713,20100315,42,2.26,201.09,0,0.04
24714,20100315,43,2.02,193.62,0,0.065
24715,20100315,44,1.94,178.56,0,0.075
24716,20100315,45,2.26,165.06,0,0.06
24717,20100315,46,2.94,160.45,0,0.09
24722,20100315,3,2.86,201.2,12,0.7020000000000001
24723,20100315,4,2.76,201.79,12,0.461
24724,20100315,5,2.78,202.83,12,0.361
24725,20100315,6,2.94,201.32,12,0.316
24726,20100315,7,3.26,196.46,12,0.271
24727,20100315,8,3.74,192.72,12,0.381
24728,20100315,9,4.31,193.52,12,0.35100000000000003
24729,20100315,10,4.94,199.24,12,0.436
24730,20100315,11,5.57,206.26,12,0.622
24731,20100315,12,6.02,212.08,12,0.376
24732,20100315,13,6.1,215.95,12,0.311
24733,20100315,14,5.93,218.53,12,0.406
24734,20100315,15,5.69,220.2,12,0.331
24735,20100315,16,5.54,220.9,12,0.211
24736,20100315,17,5.4,220.29,12,0.08
24737,20100315,18,5.16,217.88,12,0.08
24738,20100315,19,4.78,213.02,12,0.095
24739,20100315,20,4.39,205.62,12,0.07
24740,20100315,21,4.15,196.55,12,0.035
24741,20100315,22,4.14,188.09,12,0.015
24742,20100315,23,4.19,182.17,12,0.005
24743,20100315,24,4.09,179.51,12,0.005
24744,20100315,25,3.72,180.37,12,0.0
24745,20100315,26,3.26,184.4,12,0.0
24746,20100315,27,2.92,190.42,12,0.0
24747,20100315,28,2.86,195.32,12,0.0
24748,20100315,29,2.93,197.29,12,0.03
