"hors","ws","wd","anno","mes","dia","horsObs","wp1"
45,3.71,84.47,2009,11,30,0,0.256
10,2.33,103.72,2009,11,30,12,0.416
17,3.69,46.86,2009,11,30,12,0.531
21,6.42,38.78,2009,11,30,12,0.787
29,8.77,96.27,2009,11,30,12,0.697
47,4.12,21.73,2009,11,30,12,0.526
48,1.73,315.67,2009,12,1,0,0.14
10,2.56,70.54,2009,12,1,12,0.692
11,2.58,60.1,2009,12,1,12,0.596
13,2.88,42.43,2009,12,1,12,0.085
21,4.07,24.46,2009,12,1,12,0.571
32,2.94,22.44,2009,12,1,12,0.13
36,2.3,334.69,2009,12,1,12,0.14
22,2.09,342.12,2009,12,2,0,0.256
23,2.3,329.27,2009,12,2,0,0.301
26,2.29,303.29,2009,12,2,0,0.16
27,2.26,286.25,2009,12,2,0,0.321
37,4.99,153.76,2009,12,2,0,0.451
44,5.81,109.72,2009,12,2,0,0.712
8,3.1,10.84,2009,12,2,12,0.471
26,7.3,145.42,2009,12,2,12,0.571
29,7.25,125.66,2009,12,2,12,0.571
38,5.12,95.45,2009,12,2,12,0.466
41,4.16,85.3,2009,12,2,12,0.246
2,4.12,261.29,2009,12,3,0,0.16
9,4.19,191.2,2009,12,3,0,0.231
14,7.39,150.06,2009,12,3,0,0.571
21,5.64,105.83,2009,12,3,0,0.531
22,5.51,100.96,2009,12,3,0,0.526
28,4.97,89.52,2009,12,3,0,0.386
31,4.2,82.76,2009,12,3,0,0.175
8,6.5,106.8,2009,12,3,12,0.251
21,4.03,70.61,2009,12,3,12,0.09
47,2.55,51.46,2009,12,3,12,0.105
17,8.72,56.95,2009,12,4,0,0.872
27,3.24,51.04,2009,12,4,0,0.286
29,3.04,55,2009,12,4,0,0.216
39,5.16,63.54,2009,12,4,0,0.02
1,6.41,52.82,2009,12,4,12,0.551
6,8.83,63.82,2009,12,4,12,0.19
15,3.15,57.36,2009,12,4,12,0.286
17,3,54.24,2009,12,4,12,0.216
19,2.8,48.21,2009,12,4,12,0.206
40,2.7,63.51,2009,12,4,12,0.175
44,4.02,75.51,2009,12,4,12,0.436
46,3.55,76,2009,12,4,12,0.366
16,3.32,66.79,2009,12,5,0,0
18,3.24,70.84,2009,12,5,0,0.08
27,3.16,67.49,2009,12,5,0,0.1
36,4.18,73.03,2009,12,5,0,0.336
46,4.51,69.02,2009,12,5,0,0.561
17,4.52,71.25,2009,12,5,12,0.185
20,4.55,77.13,2009,12,5,12,0.436
29,6.58,76.62,2009,12,5,12,0.772
30,6.45,72.95,2009,12,5,12,0.842
32,4.81,65.12,2009,12,5,12,0.702
38,3.78,61.22,2009,12,5,12,0.556
3,4.45,64.62,2009,12,6,0,0.1
11,4.29,77.49,2009,12,6,0,0.341
18,7.74,65.28,2009,12,6,0,0.842
19,6.93,61.95,2009,12,6,0,0.752
23,3.87,57.99,2009,12,6,0,0.596
30,3.34,55.31,2009,12,6,0,0.175
16,4.19,64.96,2009,12,6,12,0.286
18,3.95,64.73,2009,12,6,12,0.175
32,4.12,66.55,2009,12,6,12,0.065
39,3.06,105.04,2009,12,6,12,0.13
2,4.03,73.82,2009,12,7,0,0.556
5,3.78,65.53,2009,12,7,0,0.185
8,3.26,67.55,2009,12,7,0,0.04
14,3.06,33.53,2009,12,7,0,0.12
20,3.34,64.8,2009,12,7,0,0.065
25,3.29,91.05,2009,12,7,0,0.165
31,1.86,128.81,2009,12,7,0,0.005
41,1.87,53.55,2009,12,7,0,0.06
44,2.11,345.07,2009,12,7,0,0.04
3,2.49,27.93,2009,12,7,12,0.481
18,2.6,148.89,2009,12,7,12,0.05
20,2.1,95.77,2009,12,7,12,0
24,4.06,64.13,2009,12,7,12,0
26,2.7,63.7,2009,12,7,12,0.01
27,2.13,60.03,2009,12,7,12,0.05
29,2.39,46.45,2009,12,7,12,0.06
15,1.86,33.23,2009,12,8,0,0.05
19,2.57,28.86,2009,12,8,0,0.04
26,3.55,296.04,2009,12,8,0,0.667
38,9.86,304.22,2009,12,8,0,0.792
18,6.74,288.44,2009,12,8,12,0.882
45,9.53,78.74,2009,12,8,12,0.642
47,8.83,82.78,2009,12,8,12,0.667
17,5.88,333.69,2009,12,9,0,0.421
18,4.76,352.85,2009,12,9,0,0.391
24,5.86,34.04,2009,12,9,0,0.411
32,10.23,82.47,2009,12,9,0,0.657
36,8.49,84.43,2009,12,9,0,0.652
5,4.43,347.38,2009,12,9,12,0.867
12,5.64,34.6,2009,12,9,12,0.812
16,7.43,48.12,2009,12,9,12,0.672
29,10.45,81.6,2009,12,9,12,0.872
30,10.02,78.62,2009,12,9,12,0.907
46,5.47,79.72,2009,12,9,12,0.842
23,7.39,72.44,2009,12,10,0,0.932
25,7.52,75.11,2009,12,10,0,0.922
8,8.28,74.22,2009,12,10,12,0.657
13,7.56,76,2009,12,10,12,0.922
32,7.25,90.96,2009,12,10,12,0.927
34,5.63,86.94,2009,12,10,12,0.872
40,4.76,89.35,2009,12,10,12,0.772
3,7.15,73.91,2009,12,11,0,0.912
4,6.69,76.93,2009,12,11,0,0.912
30,4.73,87.54,2009,12,11,0,0.747
31,4.64,87.21,2009,12,11,0,0.637
33,4.63,86.7,2009,12,11,0,0.837
39,3.68,66.32,2009,12,11,0,0.341
5,9.05,85.73,2009,12,11,12,0.872
6,9.17,86.45,2009,12,11,12,0.872
20,4.48,89.85,2009,12,11,12,0.722
43,4.04,10.79,2009,12,11,12,0.792
44,3.93,10.72,2009,12,11,12,0.747
9,4.55,89.52,2009,12,12,0,0.837
20,4.4,42.02,2009,12,12,0,0.466
28,4.28,21.17,2009,12,12,0,0.842
38,5.12,21.25,2009,12,12,0,0.902
1,3.59,68.27,2009,12,12,12,0.837
5,3.25,43.71,2009,12,12,12,0.837
32,4.41,80.5,2009,12,12,12,0.125
35,3.27,100.93,2009,12,12,12,0.135
3,4.43,22.33,2009,12,13,0,0.722
4,4.6,21.45,2009,12,13,0,0.842
37,0.49,319.34,2009,12,13,0,0
43,3.58,340.28,2009,12,13,0,0.075
44,2.79,345.19,2009,12,13,0,0.135
46,1.92,351.65,2009,12,13,0,0.035
2,4.75,16.28,2009,12,13,12,0.702
25,0.79,54.82,2009,12,13,12,0
34,1.81,352.14,2009,12,13,12,0.035
35,1.79,358.96,2009,12,13,12,0.025
38,1.83,49.18,2009,12,13,12,0
1,3.42,113.64,2009,12,14,0,0.165
7,3.6,94.87,2009,12,14,0,0.055
13,1.53,40.74,2009,12,14,0,0
23,1.52,347.41,2009,12,14,0,0.025
24,1.47,348.58,2009,12,14,0,0.17
26,1.2,31.09,2009,12,14,0,0
27,1.43,59.42,2009,12,14,0,0
38,5.49,118.02,2009,12,14,0,0.005
41,6.45,111.71,2009,12,14,0,0.005
2,1.94,323.08,2009,12,14,12,0.236
7,3.27,3.71,2009,12,14,12,0.055
25,5.55,125.12,2009,12,14,12,0.005
40,4.25,109.35,2009,12,14,12,0.095
9,4.66,134.75,2009,12,15,0,0.03
17,5.58,123.4,2009,12,15,0,0.005
23,4.16,119.4,2009,12,15,0,0.075
28,3.81,117.2,2009,12,15,0,0.095
39,6.58,106.06,2009,12,15,0,0.241
44,4.89,133.7,2009,12,15,0,0.16
47,3.23,131.97,2009,12,15,0,0.035
10,5.08,122.03,2009,12,15,12,0.005
29,7.59,116.22,2009,12,15,12,0.276
47,3.11,163.84,2009,12,15,12,0
6,4.4,94.17,2009,12,16,0,0.105
29,3.24,157.57,2009,12,16,0,0.145
36,2.67,159.31,2009,12,16,0,0
14,4.07,124.09,2009,12,16,12,0.105
23,2.66,160.95,2009,12,16,12,0
33,1.06,144.25,2009,12,16,12,0
35,1.4,238.66,2009,12,16,12,0
46,3.57,328.78,2009,12,16,12,0.03
15,2.42,149.56,2009,12,17,0,0
24,0.47,244.78,2009,12,17,0,0.035
30,2.62,321.64,2009,12,17,0,0.05
32,3.08,324.58,2009,12,17,0,0.055
24,3.09,326.26,2009,12,17,12,0.03
27,3.08,319.53,2009,12,17,12,0.04
6,3.79,342.74,2009,12,18,0,0.05
10,3.55,320.17,2009,12,18,0,0.03
25,3.54,287.02,2009,12,18,0,0.251
26,3.38,288.49,2009,12,18,0,0.236
44,2.89,233.12,2009,12,18,0,0.11
13,3.63,288.29,2009,12,18,12,0.251
28,3.11,264.88,2009,12,18,12,0.135
32,2.76,244.92,2009,12,18,12,0.11
35,3.37,222.94,2009,12,18,12,0.12
38,3.72,210.78,2009,12,18,12,0.135
40,3.48,207.45,2009,12,18,12,0.02
7,2.98,276.83,2009,12,19,0,0.025
29,3.25,207.46,2009,12,19,0,0
30,3.1,206.62,2009,12,19,0,0
42,1.54,146.81,2009,12,19,0,0.02
43,1.87,146.71,2009,12,19,0,0.05
47,3.2,153.89,2009,12,19,0,0.221
9,2.67,232.95,2009,12,19,12,0.035
15,3.53,199.54,2009,12,19,12,0.06
21,2.75,170.76,2009,12,19,12,0
26,2.65,148.27,2009,12,19,12,0.045
29,1.51,144.41,2009,12,19,12,0
40,2.65,20.78,2009,12,19,12,0.115
14,2.49,135.92,2009,12,20,0,0.045
21,2.59,136.04,2009,12,20,0,0.216
30,4.28,83.93,2009,12,20,0,0.06
32,4.16,90.53,2009,12,20,0,0.04
36,3.92,103.16,2009,12,20,0,0.02
38,2.85,104.13,2009,12,20,0,0
45,2.69,131.77,2009,12,20,0,0.025
48,3.99,146.87,2009,12,20,0,0.226
1,2.01,125.63,2009,12,20,12,0.155
11,3.43,114.2,2009,12,20,12,0.035
13,4.09,114.04,2009,12,20,12,0.271
18,3.79,117.21,2009,12,20,12,0.06
39,4.1,142.22,2009,12,20,12,0.05
43,3.4,157.81,2009,12,20,12,0.105
44,3.62,154.81,2009,12,20,12,0.075
48,3.6,152.81,2009,12,20,12,0.045
9,5.24,116.36,2009,12,21,0,0.025
10,5.44,118.68,2009,12,21,0,0.02
12,4.85,124.81,2009,12,21,0,0.02
22,2.53,158.01,2009,12,21,0,0.025
34,4.51,146.6,2009,12,21,0,0.05
9,2.38,144.63,2009,12,21,12,0.025
17,4.52,140.45,2009,12,21,12,0.13
27,3.29,149.14,2009,12,21,12,0.045
37,3.91,152.11,2009,12,21,12,0.276
42,3.38,157.71,2009,12,21,12,0.231
43,3.31,159.53,2009,12,21,12,0.16
47,2.78,166.63,2009,12,21,12,0.236
4,3.14,152.31,2009,12,22,0,0.1
21,3.58,142.89,2009,12,22,0,0.145
38,4.57,157.59,2009,12,22,0,0.341
39,5.4,157.83,2009,12,22,0,0.391
40,5.95,156.61,2009,12,22,0,0.496
10,3.48,139.97,2009,12,22,12,0.05
11,4.19,137.63,2009,12,22,12,0.09
17,4.71,144.87,2009,12,22,12,0.276
46,2.7,236.08,2009,12,22,12,0
2,4.67,147.02,2009,12,23,0,0.456
27,2.8,205.06,2009,12,23,0,0.175
28,2.61,206.5,2009,12,23,0,0.05
35,2.81,239.9,2009,12,23,0,0
13,2.43,184.61,2009,12,23,12,0.251
22,2.62,234.36,2009,12,23,12,0
32,3.45,287.95,2009,12,23,12,0.125
38,5.83,287.43,2009,12,23,12,0.015
42,6.58,289.03,2009,12,23,12,0.025
14,2.58,268.19,2009,12,24,0,0
19,3.28,294.64,2009,12,24,0,0.09
35,6.5,290.92,2009,12,24,0,0.15
39,8.79,298.82,2009,12,24,0,0.471
45,7.74,297.98,2009,12,24,0,0.917
9,3.33,287.23,2009,12,24,12,0
11,3.77,291.49,2009,12,24,12,0
13,5.04,291.13,2009,12,24,12,0.015
14,5.67,289.35,2009,12,24,12,0.015
19,6.2,297.55,2009,12,24,12,0.035
21,6.16,295.87,2009,12,24,12,0.08
33,7.63,299.62,2009,12,24,12,0.917
42,6.54,304.37,2009,12,24,12,0.747
8,6.73,295.67,2009,12,25,0,0.045
46,2.64,344.89,2009,12,25,0,0.105
5,7.98,295.88,2009,12,25,12,0.02
15,7.84,306.03,2009,12,25,12,0.917
17,7.05,305.54,2009,12,25,12,0.822
25,3.58,325.55,2009,12,25,12,0.201
48,4.63,18.26,2009,12,25,12,0.085
5,6.75,304.93,2009,12,26,0,0.822
16,3.36,44.52,2009,12,26,0,0.065
20,2.28,12.37,2009,12,26,0,0.005
37,4.29,21.45,2009,12,26,0,0.145
43,4.46,50.67,2009,12,26,0,0.336
1,2.87,355.37,2009,12,26,12,0.917
3,2.51,40.29,2009,12,26,12,0.917
7,2.62,16.06,2009,12,26,12,0.727
10,3.46,353.45,2009,12,26,12,0.491
27,3.82,36.55,2009,12,26,12,0.206
38,3.82,44.95,2009,12,26,12,0.291
3,3.25,44.83,2009,12,27,0,0.08
15,3.29,41.17,2009,12,27,0,0.206
27,4.16,61.79,2009,12,27,0,0.231
36,3.57,67.39,2009,12,27,0,0.551
41,8.66,74.34,2009,12,27,0,0.476
44,7.34,115.94,2009,12,27,0,0.717
10,3.1,57.57,2009,12,27,12,0.135
16,3.49,63.46,2009,12,27,12,0.1
21,3.12,81.99,2009,12,27,12,0.15
27,5.67,76.06,2009,12,27,12,0.551
30,7.12,72.47,2009,12,27,12,0.607
30,5.94,144.83,2009,12,28,0,0.737
35,4.89,140.89,2009,12,28,0,0.556
47,4.62,114.34,2009,12,28,0,0.075
12,7.7,134.25,2009,12,28,12,0.551
40,4.73,71.05,2009,12,28,12,0.216
42,4.12,63.55,2009,12,28,12,0.236
14,4.21,140.64,2009,12,29,0,0.296
24,5.19,118.42,2009,12,29,0,0.892
29,4.56,70.27,2009,12,29,0,0.17
34,4.76,56.33,2009,12,29,0,0.256
35,4.71,54.59,2009,12,29,0,0.406
45,3.15,26.26,2009,12,29,0,0.201
2,3.09,159.39,2009,12,29,12,0.882
25,4.09,50.05,2009,12,29,12,0.602
26,3.57,47.2,2009,12,29,12,0.451
28,3.54,41.39,2009,12,29,12,0.231
33,2.97,28.65,2009,12,29,12,0.201
5,5.4,68.37,2009,12,30,0,0.17
20,3.14,25.28,2009,12,30,0,0.211
24,3.12,16.41,2009,12,30,0,0.075
27,3.17,19.72,2009,12,30,0,0.411
32,3.36,26.41,2009,12,30,0,0.361
38,3.6,34.42,2009,12,30,0,0.19
47,2.15,40.49,2009,12,30,0,0.09
10,2.59,10.86,2009,12,30,12,0.256
22,3.11,26.88,2009,12,30,12,0.291
28,3.91,41.53,2009,12,30,12,0.271
29,4.14,47.07,2009,12,30,12,0.271
46,2.47,88.13,2009,12,30,12,0.19
10,3.2,32.13,2009,12,31,0,0.291
24,2.35,54.85,2009,12,31,0,0.256
27,2.54,61.31,2009,12,31,0,0.095
37,4.15,103.37,2009,12,31,0,0.16
40,4.78,103.55,2009,12,31,0,0.065
47,5.77,134.83,2009,12,31,0,0.441
25,3.55,112.43,2009,12,31,12,0.16
26,3.58,111.01,2009,12,31,12,0.06
35,5.63,147.54,2009,12,31,12,0.441
37,5.76,148.72,2009,12,31,12,0.401
11,2.87,133.41,2010,1,1,0,0.216
22,5.84,149,2010,1,1,0,0.496
23,5.74,147.33,2010,1,1,0,0.441
29,6.28,154.06,2010,1,1,0,0.411
36,6.58,153.02,2010,1,1,0,0.516
28,9.01,151.49,2010,1,1,12,0.807
45,5.81,151.8,2010,1,1,12,0.742
47,5.86,151.19,2010,1,1,12,0.817
3,6.32,145.67,2010,1,2,0,0.416
11,5.56,145.98,2010,1,2,0,0.637
44,7.72,151.56,2010,1,2,0,0.902
8,8.15,148.03,2010,1,2,12,0.546
13,4.36,148.01,2010,1,2,12,0.566
24,6.66,151.18,2010,1,2,12,0.847
26,7.9,150.41,2010,1,2,12,0.817
29,9.34,153.28,2010,1,2,12,0.907
36,6.74,157.98,2010,1,2,12,0.596
1,4.87,147.96,2010,1,3,0,0.566
2,4.8,148.28,2010,1,3,0,0.576
6,5.24,151.2,2010,1,3,0,0.526
9,5.82,147.83,2010,1,3,0,0.742
26,6.15,162.88,2010,1,3,0,0.782
28,5.73,164.85,2010,1,3,0,0.752
11,6.47,158.3,2010,1,3,12,0.817
20,4.75,162.33,2010,1,3,12,0.521
32,4.73,158.97,2010,1,3,12,0.391
35,3.68,157.33,2010,1,3,12,0.451
10,4.33,160.39,2010,1,4,0,0.486
13,4.4,161.15,2010,1,4,0,0.386
18,6.54,157.83,2010,1,4,0,0.321
42,6.85,149.1,2010,1,4,0,0.486
2,4.49,164.01,2010,1,4,12,0.782
3,4.9,162.22,2010,1,4,12,0.782
9,3.65,153.21,2010,1,4,12,0.566
13,3.28,156.26,2010,1,4,12,0.175
14,3.21,158.35,2010,1,4,12,0.11
24,4.28,151.48,2010,1,5,0,0.421
39,4.83,151.76,2010,1,5,0,0.015
40,5.3,149.47,2010,1,5,0,0.035
19,3.21,161.17,2010,1,5,12,0.015
31,4.59,141.85,2010,1,5,12,0.105
40,2.95,141.42,2010,1,5,12,0
45,2.66,149.53,2010,1,5,12,0
7,3.79,156.3,2010,1,6,0,0.015
13,3.6,154.7,2010,1,6,0,0.03
22,3.07,141.81,2010,1,6,0,0.125
32,2.95,148.9,2010,1,6,0,0
33,2.88,152.43,2010,1,6,0,0
39,3.24,188.48,2010,1,6,0,0
42,2.1,191,2010,1,6,0,0
43,1.6,188.5,2010,1,6,0,0
1,4.59,155.75,2010,1,6,12,0.145
7,5.26,141.76,2010,1,6,12,0.015
20,2.38,180.44,2010,1,7,0,0
26,2.62,216.3,2010,1,7,0,0
43,6.74,172.88,2010,1,7,0,0.221
44,6.27,170.68,2010,1,7,0,0.291
5,1.98,184.96,2010,1,7,12,0
23,4.91,196.23,2010,1,7,12,0.005
28,6.95,182.59,2010,1,7,12,0.04
30,7.53,172.66,2010,1,7,12,0.14
41,3.76,167.34,2010,1,7,12,0.201
43,3.44,168.17,2010,1,7,12,0.1
44,3.31,168.76,2010,1,7,12,0.09
2,2.81,205.43,2010,1,8,0,0
3,3.13,208.27,2010,1,8,0,0
15,6.39,186.4,2010,1,8,0,0.025
17,7.22,177.88,2010,1,8,0,0.075
26,3.93,172.2,2010,1,8,0,0.261
31,3.24,173.41,2010,1,8,0,0.1
2,6.93,187.96,2010,1,8,12,0
15,3.55,171.93,2010,1,8,12,0.201
17,3.36,172.32,2010,1,8,12,0.201
18,3.26,172.73,2010,1,8,12,0.14
38,5.13,123.42,2010,1,8,12,0.185
38,4.87,79.36,2010,1,9,0,0.506
40,5.48,80.3,2010,1,9,0,0.566
46,4.09,67.89,2010,1,9,0,0.687
7,4.12,159.49,2010,1,9,12,0.1
22,4.96,81.18,2010,1,9,12,0.607
8,5.15,89.97,2010,1,10,0,0.201
27,4.32,62.8,2010,1,10,0,0.612
37,3.6,51.67,2010,1,10,0,0.281
39,3.7,52.68,2010,1,10,0,0.06
44,2.17,100.92,2010,1,10,0,0
22,3.82,60.57,2010,1,10,12,0.622
25,3.52,53.07,2010,1,10,12,0.281
40,2.89,179.86,2010,1,10,12,0.075
43,2.41,173.56,2010,1,10,12,0.095
10,4.45,59,2010,1,11,0,0.622
18,1.75,53.3,2010,1,11,0,0
26,3.2,168.6,2010,1,11,0,0.085
31,2.37,189.56,2010,1,11,0,0.095
1,3.89,53.63,2010,1,11,12,0.702
8,1.17,133.92,2010,1,11,12,0.622
10,1.83,165.76,2010,1,11,12,0.622
11,2.27,168.65,2010,1,11,12,0.531
15,3.87,183.46,2010,1,11,12,0.15
29,5.22,149.17,2010,1,11,12,0.291
30,4.89,142.38,2010,1,11,12,0.16
31,4.18,138.92,2010,1,11,12,0.095
43,3.52,63.4,2010,1,11,12,0.266
47,4.63,61.78,2010,1,11,12,0.095
6,2.47,184.08,2010,1,12,0,0.145
8,2.66,178.6,2010,1,12,0,0.085
19,4.13,140.33,2010,1,12,0,0.095
20,3.31,139.45,2010,1,12,0,0.14
24,4.67,104.85,2010,1,12,0,0
3,4.63,169.52,2010,1,12,12,0.15
6,4.45,148.8,2010,1,12,12,0.145
15,3.14,91.89,2010,1,12,12,0.236
18,3.43,66.9,2010,1,12,12,0.356
38,3.78,60.29,2010,1,12,12,0.06
5,3.47,73.09,2010,1,13,0,0.165
6,3.41,66.08,2010,1,13,0,0.356
17,6.09,68.56,2010,1,13,0,0.145
47,4.71,56.77,2010,1,13,0,0.702
48,4.9,58.54,2010,1,13,0,0.095
1,5.03,63.62,2010,1,13,12,0.241
4,6.33,65.46,2010,1,13,12,0.18
46,3.14,100.52,2010,1,13,12,0.12
2,2.09,63.04,2010,1,14,0,0.06
16,3.7,43.39,2010,1,14,0,0.632
25,4.57,54.46,2010,1,14,0,0.732
28,4.64,60.75,2010,1,14,0,0.802
31,4.22,77.25,2010,1,14,0,0.456
39,3.96,113.22,2010,1,14,0,0.015
42,3.3,111.67,2010,1,14,0,0.01
1,3.45,34.8,2010,1,14,12,0.1
14,4.64,54.9,2010,1,14,12,0.792
15,4.61,57.7,2010,1,14,12,0.777
27,4.63,122.83,2010,1,14,12,0.015
28,4.39,121.09,2010,1,14,12,0.01
40,3.15,70.11,2010,1,14,12,0.17
42,4.29,67.02,2010,1,14,12,0.411
7,4.19,88.39,2010,1,15,0,0.456
10,3.77,103.54,2010,1,15,0,0.12
18,2.89,114.91,2010,1,15,0,0.01
25,3.03,74.81,2010,1,15,0,0.201
29,3.18,68.24,2010,1,15,0,0.261
30,3.61,66.98,2010,1,15,0,0.411
43,2.98,67.87,2010,1,15,0,0.221
46,3.61,56.52,2010,1,15,0,0.075
13,4.21,78.96,2010,1,15,12,0.201
19,3.77,66.45,2010,1,15,12,0.531
20,3.99,71.06,2010,1,15,12,0.576
25,4.65,68.8,2010,1,15,12,0.486
36,4.93,47,2010,1,15,12,0.08
40,3.85,50.05,2010,1,15,12,0.04
44,2.95,31.15,2010,1,15,12,0
20,2.86,85.21,2010,1,16,0,0.12
35,2.86,19.77,2010,1,16,0,0
40,3.99,355.28,2010,1,16,0,0
17,3.96,45.11,2010,1,16,12,0.04
31,1.61,334,2010,1,16,12,0
33,2.74,328.2,2010,1,16,12,0
45,2.46,101.89,2010,1,16,12,0
10,1.58,20.19,2010,1,17,0,0
25,3.74,25.31,2010,1,17,0,0
37,3.49,105.26,2010,1,17,0,0
43,4.35,104.96,2010,1,17,0,0
3,2.8,341.25,2010,1,17,12,0.01
30,2.24,56.46,2010,1,18,0,0
41,4.06,121.45,2010,1,18,0,0
21,2.45,59.01,2010,1,18,12,0
25,2.65,67.8,2010,1,18,12,0
40,2.71,124.32,2010,1,18,12,0.01
8,3.85,58.51,2010,1,19,0,0
12,2.98,60.04,2010,1,19,0,0
21,2.6,113.5,2010,1,19,0,0.01
33,3.25,140.8,2010,1,19,0,0.045
45,2,177.05,2010,1,19,0,0.005
46,2.6,176.92,2010,1,19,0,0.04
14,2.19,131.71,2010,1,19,12,0.005
25,3.49,162.88,2010,1,19,12,0.06
45,2.97,246.58,2010,1,19,12,0
48,2.44,281.64,2010,1,19,12,0
12,3.38,160.33,2010,1,20,0,0.05
25,4.48,175.51,2010,1,20,0,0.03
27,3.96,194.95,2010,1,20,0,0.03
32,3.16,282.89,2010,1,20,0,0.01
38,2.45,316.61,2010,1,20,0,0.015
42,3.99,283.42,2010,1,20,0,0.03
2,3.9,176.54,2010,1,20,12,0.005
3,3.79,174.42,2010,1,20,12,0.01
19,3.83,263.81,2010,1,20,12,0
37,4.79,292.66,2010,1,20,12,0.341
47,3.69,264.92,2010,1,20,12,0.09
48,3.95,265.49,2010,1,20,12,0.17
10,2.95,316.78,2010,1,21,0,0
38,3.59,269.81,2010,1,21,0,0.201
44,3.37,265.39,2010,1,21,0,0.18
1,1.74,277.66,2010,1,21,12,0.03
5,4.27,291.6,2010,1,21,12,0.025
7,4.07,295.94,2010,1,21,12,0
9,3.7,290.13,2010,1,21,12,0
10,3.96,291.47,2010,1,21,12,0
13,4.61,293.41,2010,1,21,12,0.341
14,4.35,290.03,2010,1,21,12,0.306
20,3.48,279.68,2010,1,21,12,0.12
21,3.29,272.46,2010,1,21,12,0.115
31,3.58,277.83,2010,1,21,12,0.201
33,3.47,263.42,2010,1,21,12,0.17
39,4.87,275.01,2010,1,21,12,0.351
48,4.25,303.33,2010,1,21,12,0.115
15,3.4,273.4,2010,1,22,0,0.14
16,3.55,274.83,2010,1,22,0,0.115
20,3.55,274.14,2010,1,22,0,0.18
48,3.8,313.55,2010,1,22,0,0.221
3,4.39,264.66,2010,1,22,12,0.316
22,3.94,306.85,2010,1,22,12,0.281
29,4.83,313.92,2010,1,22,12,0.07
39,3.78,315.03,2010,1,22,12,0.341
8,4.09,294.5,2010,1,23,0,0.301
36,4.07,321.29,2010,1,23,0,0.627
39,6.74,321.69,2010,1,23,0,0.677
44,5.4,330.18,2010,1,23,0,0.757
21,3.64,321.09,2010,1,23,12,0.256
24,4.18,320.59,2010,1,23,12,0.627
26,6.03,315.87,2010,1,23,12,0.727
44,3.66,1.39,2010,1,23,12,0.095
47,3.65,352.19,2010,1,23,12,0.206
8,3.63,320.56,2010,1,24,0,0.16
12,3.9,328.38,2010,1,24,0,0.627
27,4.33,339.6,2010,1,24,0,0.657
41,5.28,56.23,2010,1,24,0,0.647
46,5.96,51.07,2010,1,24,0,0.521
16,3.27,339.53,2010,1,24,12,0.622
18,3.16,329.3,2010,1,24,12,0.486
27,3.78,20.85,2010,1,24,12,0.201
40,4.16,54.59,2010,1,24,12,0.371
41,3.71,53.66,2010,1,24,12,0.421
46,4.75,47.7,2010,1,24,12,0.281
47,4.19,48.72,2010,1,24,12,0.291
9,3.83,6.15,2010,1,25,0,0.155
20,6.31,68.42,2010,1,25,0,0.762
29,3.53,49.17,2010,1,25,0,0.421
46,6.57,83.35,2010,1,25,0,0.637
9,5.86,67.88,2010,1,25,12,0.155
11,6,60.88,2010,1,25,12,0.206
12,5.83,58.76,2010,1,25,12,0.185
17,3.3,50.49,2010,1,25,12,0.421
27,5.4,87.45,2010,1,26,0,0.607
33,3.97,85.25,2010,1,26,0,0.421
2,7.6,79.83,2010,1,26,12,0.471
15,6.28,93.21,2010,1,26,12,0.607
6,6.24,93.93,2010,1,27,0,0.566
13,6.21,60.46,2010,1,27,0,0.416
18,9.99,65.06,2010,1,27,0,0.817
30,3.94,65.93,2010,1,27,0,0.501
48,4.42,128.59,2010,1,27,0,0.692
12,4.34,59.3,2010,1,27,12,0.396
13,4.16,57.13,2010,1,27,12,0.687
18,4.25,56.77,2010,1,27,12,0.501
36,4.45,133.15,2010,1,27,12,0.692
27,3.59,138.94,2010,1,28,0,0.125
35,3.18,129.55,2010,1,28,0,0.08
42,7.29,127.13,2010,1,28,0,0.336
44,5.33,126.08,2010,1,28,0,0.211
46,4.16,132.57,2010,1,28,0,0.266
3,9.31,110.07,2010,1,28,12,0.932
12,4.36,131.2,2010,1,28,12,0.662
21,3.17,130.95,2010,1,28,12,0.251
27,6.22,137.62,2010,1,28,12,0.04
48,2.63,126.17,2010,1,28,12,0
6,3.3,125.72,2010,1,29,0,0.195
15,6,132.28,2010,1,29,0,0.04
39,1.03,114.12,2010,1,29,0,0
13,5.14,138.29,2010,1,29,12,0.075
17,3.44,196.04,2010,1,29,12,0.035
28,1.04,165.09,2010,1,29,12,0
33,1.56,123.08,2010,1,29,12,0
45,5,56.72,2010,1,29,12,0.18
10,2.43,188.35,2010,1,30,0,0
37,4.42,68.32,2010,1,30,0,0.341
5,0.06,329.35,2010,1,30,12,0.035
21,5,59.95,2010,1,30,12,0.18
22,5.18,62.15,2010,1,30,12,0.211
34,4.11,98.9,2010,1,30,12,0.411
48,4.7,78.29,2010,1,30,12,0.206
12,5.63,63.98,2010,1,31,0,0.201
16,4.89,76.97,2010,1,31,0,0.591
31,4.58,121.65,2010,1,31,0,0.586
19,4.32,125.2,2010,1,31,12,0.586
20,4.73,122.71,2010,1,31,12,0.421
42,4.9,101.81,2010,1,31,12,0.386
34,3.42,88.76,2010,2,1,0,0.15
40,1.57,3.37,2010,2,1,0,0
47,1.76,336.56,2010,2,1,0,0
