,date,hors,ws,wd,anno,mes,dia,horsObs,wp1
16530,20091220,19,3.49,134.3,2009,12,20,0,0.05
16531,20091220,20,2.95,137.34,2009,12,20,0,0.105
16532,20091220,21,2.59,136.04,2009,12,20,0,0.21600000000000003
16533,20091220,22,2.76,126.69,2009,12,20,0,0.35100000000000003
16534,20091220,23,3.32,116.1,2009,12,20,0,0.221
16536,20091220,25,4.09,100.51,2009,12,20,0,0.271
16537,20091220,26,4.08,93.42,2009,12,20,0,0.23600000000000002
16538,20091220,27,4.06,87.3,2009,12,20,0,0.185
16539,20091220,28,4.13,83.75,2009,12,20,0,0.115
16540,20091220,29,4.23,82.81,2009,12,20,0,0.07
16541,20091220,30,4.28,83.93,2009,12,20,0,0.06
16542,20091220,31,4.24,86.66,2009,12,20,0,0.055
16543,20091220,32,4.16,90.53,2009,12,20,0,0.04
16544,20091220,33,4.13,94.82,2009,12,20,0,0.025
16545,20091220,34,4.17,98.63,2009,12,20,0,0.02
16546,20091220,35,4.15,101.43,2009,12,20,0,0.015
16547,20091220,36,3.92,103.16,2009,12,20,0,0.02
16548,20091220,37,3.39,103.88,2009,12,20,0,0.0
16549,20091220,38,2.85,104.13,2009,12,20,0,0.0
16550,20091220,39,2.68,104.71,2009,12,20,0,0.0
16551,20091220,40,3.09,106.1,2009,12,20,0,0.0
16552,20091220,41,3.72,107.71,2009,12,20,0,0.0
16553,20091220,42,4.03,109.69,2009,12,20,0,0.005
16554,20091220,43,3.67,113.16,2009,12,20,0,0.005
16555,20091220,44,3.03,120.26,2009,12,20,0,0.005
16556,20091220,45,2.69,131.77,2009,12,20,0,0.025
16557,20091220,46,3.01,141.09,2009,12,20,0,0.025
16558,20091220,47,3.61,145.08,2009,12,20,0,0.06
16560,20091220,1,2.01,125.63,2009,12,20,12,0.155
16561,20091220,2,2.1,120.84,2009,12,20,12,0.135
16562,20091220,3,2.61,121.15,2009,12,20,12,0.06
16563,20091220,4,3.33,123.31,2009,12,20,12,0.02
16564,20091220,5,4.0,125.24,2009,12,20,12,0.0
16565,20091220,6,4.32,126.42,2009,12,20,12,0.0
16566,20091220,7,4.08,126.68,2009,12,20,12,0.0
16567,20091220,8,3.56,125.66,2009,12,20,12,0.0
16568,20091220,9,3.14,122.59,2009,12,20,12,0.0
16569,20091220,10,3.13,117.89,2009,12,20,12,0.0
16570,20091220,11,3.43,114.2,2009,12,20,12,0.035
16571,20091220,12,3.81,112.95,2009,12,20,12,0.1
16572,20091220,13,4.09,114.04,2009,12,20,12,0.271
16573,20091220,14,4.24,116.18,2009,12,20,12,0.23600000000000002
16574,20091220,15,4.25,118.23,2009,12,20,12,0.185
16575,20091220,16,4.14,119.28,2009,12,20,12,0.115
16576,20091220,17,3.95,119.04,2009,12,20,12,0.07
16577,20091220,18,3.79,117.21,2009,12,20,12,0.06
16578,20091220,19,3.74,113.84,2009,12,20,12,0.055
16579,20091220,20,3.79,110.18,2009,12,20,12,0.04
16580,20091220,21,3.95,107.69,2009,12,20,12,0.025
16581,20091220,22,4.13,107.17,2009,12,20,12,0.02
16582,20091220,23,4.2,107.99,2009,12,20,12,0.015
16583,20091220,24,3.97,109.49,2009,12,20,12,0.02
16584,20091220,25,3.37,111.65,2009,12,20,12,0.0
16585,20091220,26,2.77,115.41,2009,12,20,12,0.0
16586,20091220,27,2.65,120.43,2009,12,20,12,0.0
16587,20091220,28,3.28,123.4,2009,12,20,12,0.0
16588,20091220,29,4.13,124.52,2009,12,20,12,0.0
16589,20091220,30,4.54,125.75,2009,12,20,12,0.005
16590,20091220,31,4.05,128.77,2009,12,20,12,0.005
16591,20091220,32,3.19,135.17,2009,12,20,12,0.005
16592,20091220,33,2.7,144.41,2009,12,20,12,0.025
16593,20091220,34,3.05,148.58,2009,12,20,12,0.025
16594,20091220,35,3.83,147.39,2009,12,20,12,0.06
16596,20091220,37,4.73,142.85,2009,12,20,12,0.07
16597,20091220,38,4.52,141.52,2009,12,20,12,0.045
16598,20091220,39,4.1,142.22,2009,12,20,12,0.05
16599,20091220,40,3.66,146.49,2009,12,20,12,0.1
16600,20091220,41,3.36,153.0,2009,12,20,12,0.13
16601,20091220,42,3.28,157.89,2009,12,20,12,0.095
16602,20091220,43,3.4,157.81,2009,12,20,12,0.105
16603,20091220,44,3.62,154.81,2009,12,20,12,0.075
16604,20091220,45,3.76,151.82,2009,12,20,12,0.005
16605,20091220,46,3.74,150.49,2009,12,20,12,0.05
16606,20091220,47,3.63,150.87,2009,12,20,12,0.09
16607,20091220,48,3.6,152.81,2009,12,20,12,0.045
16608,20091221,1,2.51,116.4,2009,12,21,0,0.271
16609,20091221,2,2.83,118.02,2009,12,21,0,0.23600000000000002
16610,20091221,3,3.31,116.66,2009,12,21,0,0.185
16611,20091221,4,3.88,114.39,2009,12,21,0,0.115
16612,20091221,5,4.44,112.56,2009,12,21,0,0.07
16613,20091221,6,4.86,111.83,2009,12,21,0,0.06
16614,20091221,7,5.06,112.45,2009,12,21,0,0.055
16615,20091221,8,5.14,114.12,2009,12,21,0,0.04
16616,20091221,9,5.24,116.36,2009,12,21,0,0.025
16617,20091221,10,5.44,118.68,2009,12,21,0,0.02
16618,20091221,11,5.43,121.18,2009,12,21,0,0.015
16619,20091221,12,4.85,124.81,2009,12,21,0,0.02
16620,20091221,13,3.55,132.29,2009,12,21,0,0.0
16621,20091221,14,2.27,146.4,2009,12,21,0,0.0
16622,20091221,15,1.76,154.39,2009,12,21,0,0.0
16623,20091221,16,2.37,134.92,2009,12,21,0,0.0
16624,20091221,17,3.73,121.41,2009,12,21,0,0.0
16625,20091221,18,4.65,117.09,2009,12,21,0,0.005
16626,20091221,19,4.22,118.15,2009,12,21,0,0.005
16627,20091221,20,3.06,125.75,2009,12,21,0,0.005
16628,20091221,21,2.27,144.07,2009,12,21,0,0.025
16629,20091221,22,2.53,158.01,2009,12,21,0,0.025
16630,20091221,23,3.31,158.88,2009,12,21,0,0.06
16632,20091221,25,4.53,151.03,2009,12,21,0,0.07
16633,20091221,26,4.66,147.73,2009,12,21,0,0.045
16634,20091221,27,4.55,147.03,2009,12,21,0,0.05
16635,20091221,28,4.31,150.49,2009,12,21,0,0.1
16636,20091221,29,4.07,155.89,2009,12,21,0,0.13
16637,20091221,30,3.9,158.95,2009,12,21,0,0.095
16638,20091221,31,3.84,156.09,2009,12,21,0,0.105
16639,20091221,32,3.94,150.19,2009,12,21,0,0.075
16640,20091221,33,4.2,146.13,2009,12,21,0,0.005
16641,20091221,34,4.51,146.6,2009,12,21,0,0.05
16642,20091221,35,4.71,149.38,2009,12,21,0,0.09
16643,20091221,36,4.6,152.25,2009,12,21,0,0.045
16644,20091221,37,4.06,153.81,2009,12,21,0,0.025
16645,20091221,38,3.45,153.32,2009,12,21,0,0.07
16646,20091221,39,3.27,149.77,2009,12,21,0,0.045
16647,20091221,40,3.83,144.99,2009,12,21,0,0.015
16648,20091221,41,4.65,142.01,2009,12,21,0,0.125
16649,20091221,42,5.05,140.73,2009,12,21,0,0.145
16650,20091221,43,4.57,140.62,2009,12,21,0,0.13
16651,20091221,44,3.67,141.61,2009,12,21,0,0.095
16652,20091221,45,3.04,143.81,2009,12,21,0,0.145
16653,20091221,46,3.17,146.06,2009,12,21,0,0.14
16654,20091221,47,3.76,148.2,2009,12,21,0,0.201
16656,20091221,1,1.58,179.21,2009,12,21,12,0.271
16657,20091221,2,1.52,202.32,2009,12,21,12,0.23600000000000002
16658,20091221,3,1.49,177.67,2009,12,21,12,0.185
16659,20091221,4,2.28,140.47,2009,12,21,12,0.115
16660,20091221,5,3.54,125.17,2009,12,21,12,0.07
16661,20091221,6,4.24,120.83,2009,12,21,12,0.06
16662,20091221,7,3.82,122.74,2009,12,21,12,0.055
16663,20091221,8,2.89,131.12,2009,12,21,12,0.04
16664,20091221,9,2.38,144.63,2009,12,21,12,0.025
16665,20091221,10,2.75,148.83,2009,12,21,12,0.02
16666,20091221,11,3.58,145.44,2009,12,21,12,0.015
16667,20091221,12,4.36,142.01,2009,12,21,12,0.02
16668,20091221,13,4.69,140.39,2009,12,21,12,0.07
16669,20091221,14,4.67,139.84,2009,12,21,12,0.045
16670,20091221,15,4.54,139.81,2009,12,21,12,0.05
16671,20091221,16,4.48,140.03,2009,12,21,12,0.1
16672,20091221,17,4.52,140.45,2009,12,21,12,0.13
16673,20091221,18,4.6,141.07,2009,12,21,12,0.095
16674,20091221,19,4.72,141.94,2009,12,21,12,0.105
16675,20091221,20,4.85,143.11,2009,12,21,12,0.075
16676,20091221,21,4.98,144.65,2009,12,21,12,0.005
16677,20091221,22,5.09,146.54,2009,12,21,12,0.05
16678,20091221,23,5.06,148.5,2009,12,21,12,0.09
16679,20091221,24,4.72,150.39,2009,12,21,12,0.045
16680,20091221,25,4.04,152.11,2009,12,21,12,0.025
16681,20091221,26,3.4,152.49,2009,12,21,12,0.07
16682,20091221,27,3.29,149.14,2009,12,21,12,0.045
16683,20091221,28,4.04,143.35,2009,12,21,12,0.015
16684,20091221,29,5.1,139.48,2009,12,21,12,0.125
16685,20091221,30,5.67,137.68,2009,12,21,12,0.145
16686,20091221,31,5.2,137.33,2009,12,21,12,0.13
16687,20091221,32,4.18,138.32,2009,12,21,12,0.095
16688,20091221,33,3.37,141.16,2009,12,21,12,0.145
16689,20091221,34,3.31,144.82,2009,12,21,12,0.14
16690,20091221,35,3.7,147.5,2009,12,21,12,0.201
16692,20091221,37,3.91,152.11,2009,12,21,12,0.276
16693,20091221,38,3.55,155.2,2009,12,21,12,0.456
16694,20091221,39,3.24,157.83,2009,12,21,12,0.396
16695,20091221,40,3.19,158.36,2009,12,21,12,0.321
16696,20091221,41,3.29,157.71,2009,12,21,12,0.276
16697,20091221,42,3.38,157.71,2009,12,21,12,0.231
16698,20091221,43,3.31,159.53,2009,12,21,12,0.16
16699,20091221,44,3.14,162.5,2009,12,21,12,0.165
16700,20091221,45,2.93,165.22,2009,12,21,12,0.256
16701,20091221,46,2.78,166.31,2009,12,21,12,0.271
16702,20091221,47,2.78,166.63,2009,12,21,12,0.23600000000000002
16703,20091221,48,3.08,167.72,2009,12,21,12,0.261
16704,20091222,1,2.83,146.13,2009,12,22,0,0.07
16705,20091222,2,3.04,145.98,2009,12,22,0,0.045
16706,20091222,3,3.12,148.51,2009,12,22,0,0.05
16707,20091222,4,3.14,152.31,2009,12,22,0,0.1
16708,20091222,5,3.15,155.12,2009,12,22,0,0.13
16709,20091222,6,3.17,154.34,2009,12,22,0,0.095
16710,20091222,7,3.24,148.65,2009,12,22,0,0.105
16711,20091222,8,3.47,142.07,2009,12,22,0,0.075
16712,20091222,9,3.87,139.37,2009,12,22,0,0.005
16713,20091222,10,4.35,142.09,2009,12,22,0,0.05
16714,20091222,11,4.74,147.0,2009,12,22,0,0.09
16715,20091222,12,4.75,151.89,2009,12,22,0,0.045
16716,20091222,13,4.22,156.15,2009,12,22,0,0.025
16717,20091222,14,3.57,159.14,2009,12,22,0,0.07
16718,20091222,15,3.36,157.77,2009,12,22,0,0.045
16719,20091222,16,3.96,151.5,2009,12,22,0,0.015
16720,20091222,17,4.91,146.29,2009,12,22,0,0.125
16721,20091222,18,5.44,143.65,2009,12,22,0,0.145
16722,20091222,19,5.02,143.02,2009,12,22,0,0.13
16723,20091222,20,4.15,143.27,2009,12,22,0,0.095
16724,20091222,21,3.58,142.89,2009,12,22,0,0.145
16725,20091222,22,3.84,140.76,2009,12,22,0,0.14
16726,20091222,23,4.58,139.33,2009,12,22,0,0.201
16728,20091222,25,5.24,143.23,2009,12,22,0,0.276
16729,20091222,26,4.99,147.62,2009,12,22,0,0.456
16730,20091222,27,4.79,150.58,2009,12,22,0,0.396
16731,20091222,28,4.85,149.47,2009,12,22,0,0.321
16732,20091222,29,5.02,146.34,2009,12,22,0,0.276
16733,20091222,30,5.0,144.01,2009,12,22,0,0.231
16734,20091222,31,4.57,144.23,2009,12,22,0,0.16
16735,20091222,32,3.9,146.57,2009,12,22,0,0.165
16736,20091222,33,3.26,149.75,2009,12,22,0,0.256
16737,20091222,34,2.85,151.55,2009,12,22,0,0.271
16738,20091222,35,2.76,152.17,2009,12,22,0,0.23600000000000002
16739,20091222,36,3.04,153.4,2009,12,22,0,0.261
16740,20091222,37,3.7,155.82,2009,12,22,0,0.29600000000000004
16741,20091222,38,4.57,157.59,2009,12,22,0,0.341
16742,20091222,39,5.4,157.83,2009,12,22,0,0.391
16743,20091222,40,5.95,156.61,2009,12,22,0,0.496
16744,20091222,41,6.12,155.06,2009,12,22,0,0.521
16745,20091222,42,5.81,154.21,2009,12,22,0,0.536
16746,20091222,43,4.97,155.12,2009,12,22,0,0.48100000000000004
16747,20091222,44,3.92,158.41,2009,12,22,0,0.496
16748,20091222,45,3.05,164.59,2009,12,22,0,0.466
16749,20091222,46,2.62,172.02,2009,12,22,0,0.366
16750,20091222,47,2.52,178.61,2009,12,22,0,0.266
16752,20091222,1,3.42,175.5,2009,12,22,12,0.07
16753,20091222,2,3.12,166.32,2009,12,22,12,0.045
16754,20091222,3,3.51,155.73,2009,12,22,12,0.05
16755,20091222,4,4.32,148.75,2009,12,22,12,0.1
16756,20091222,5,5.07,145.34,2009,12,22,12,0.13
16757,20091222,6,5.29,144.04,2009,12,22,12,0.095
16758,20091222,7,4.71,143.99,2009,12,22,12,0.105
16759,20091222,8,3.8,144.28,2009,12,22,12,0.075
16760,20091222,9,3.23,143.25,2009,12,22,12,0.005
16761,20091222,10,3.48,139.97,2009,12,22,12,0.05
16762,20091222,11,4.19,137.63,2009,12,22,12,0.09
16763,20091222,12,4.8,137.58,2009,12,22,12,0.045
16764,20091222,13,4.89,139.87,2009,12,22,12,0.276
16765,20091222,14,4.67,143.4,2009,12,22,12,0.456
16766,20091222,15,4.49,146.26,2009,12,22,12,0.396
16767,20091222,16,4.55,146.33,2009,12,22,12,0.321
16768,20091222,17,4.71,144.87,2009,12,22,12,0.276
16769,20091222,18,4.69,143.83,2009,12,22,12,0.231
16770,20091222,19,4.32,144.52,2009,12,22,12,0.16
16771,20091222,20,3.75,146.7,2009,12,22,12,0.165
16772,20091222,21,3.2,149.35,2009,12,22,12,0.256
16773,20091222,22,2.88,150.86,2009,12,22,12,0.271
16774,20091222,23,2.85,151.78,2009,12,22,12,0.23600000000000002
16775,20091222,24,3.19,153.64,2009,12,22,12,0.261
16776,20091222,25,3.92,156.46,2009,12,22,12,0.29600000000000004
16777,20091222,26,4.81,157.95,2009,12,22,12,0.341
16778,20091222,27,5.6,157.11,2009,12,22,12,0.391
16779,20091222,28,6.07,153.95,2009,12,22,12,0.496
16780,20091222,29,6.16,150.37,2009,12,22,12,0.521
16781,20091222,30,5.83,148.41,2009,12,22,12,0.536
16782,20091222,31,5.07,150.11,2009,12,22,12,0.48100000000000004
16783,20091222,32,4.14,155.77,2009,12,22,12,0.496
16784,20091222,33,3.36,164.45,2009,12,22,12,0.466
16785,20091222,34,2.91,172.39,2009,12,22,12,0.366
16786,20091222,35,2.68,178.49,2009,12,22,12,0.266
16788,20091222,37,2.5,193.33,2009,12,22,12,0.251
16789,20091222,38,2.51,202.22,2009,12,22,12,0.256
16790,20091222,39,2.52,208.41,2009,12,22,12,0.175
16791,20091222,40,2.47,210.37,2009,12,22,12,0.05
16792,20091222,41,2.41,209.67,2009,12,22,12,0.03
16793,20091222,42,2.45,208.69,2009,12,22,12,0.055
16794,20091222,43,2.64,209.7,2009,12,22,12,0.005
16795,20091222,44,2.84,213.57,2009,12,22,12,0.0
16796,20091222,45,2.87,221.55,2009,12,22,12,0.0
16797,20091222,46,2.7,236.08,2009,12,22,12,0.0
16798,20091222,47,2.62,254.74,2009,12,22,12,0.0
16799,20091222,48,2.7,269.55,2009,12,22,12,0.0
16800,20091223,1,3.82,145.08,2009,12,23,0,0.276
16801,20091223,2,4.67,147.02,2009,12,23,0,0.456
16802,20091223,3,5.06,145.66,2009,12,23,0,0.396
16803,20091223,4,5.1,142.63,2009,12,23,0,0.321
16804,20091223,5,4.95,139.2,2009,12,23,0,0.276
16805,20091223,6,4.72,137.01,2009,12,23,0,0.231
16806,20091223,7,4.48,137.61,2009,12,23,0,0.16
16807,20091223,8,4.22,140.07,2009,12,23,0,0.165
16808,20091223,9,3.88,142.54,2009,12,23,0,0.256
16809,20091223,10,3.45,143.46,2009,12,23,0,0.271
16810,20091223,11,3.11,144.17,2009,12,23,0,0.23600000000000002
16811,20091223,12,3.1,147.24,2009,12,23,0,0.261
16812,20091223,13,3.61,152.81,2009,12,23,0,0.29600000000000004
16813,20091223,14,4.44,156.76,2009,12,23,0,0.341
16814,20091223,15,5.27,157.55,2009,12,23,0,0.391
16815,20091223,16,5.82,155.57,2009,12,23,0,0.496
16816,20091223,17,6.0,152.87,2009,12,23,0,0.521
16817,20091223,18,5.72,151.3,2009,12,23,0,0.536
16818,20091223,19,4.96,152.54,2009,12,23,0,0.48100000000000004
16819,20091223,20,4.0,156.76,2009,12,23,0,0.496
16820,20091223,21,3.2,163.01,2009,12,23,0,0.466
16821,20091223,22,2.78,167.92,2009,12,23,0,0.366
16822,20091223,23,2.62,171.59,2009,12,23,0,0.266
16824,20091223,25,2.65,187.57,2009,12,23,0,0.251
16825,20091223,26,2.77,198.23,2009,12,23,0,0.256
16826,20091223,27,2.8,205.06,2009,12,23,0,0.175
16827,20091223,28,2.61,206.5,2009,12,23,0,0.05
16828,20091223,29,2.34,205.5,2009,12,23,0,0.03
16829,20091223,30,2.25,206.98,2009,12,23,0,0.055
16830,20091223,31,2.51,213.98,2009,12,23,0,0.005
16831,20091223,32,2.96,221.59,2009,12,23,0,0.0
16832,20091223,33,3.27,227.56,2009,12,23,0,0.0
16833,20091223,34,3.18,232.85,2009,12,23,0,0.0
16834,20091223,35,2.81,239.9,2009,12,23,0,0.0
16835,20091223,36,2.41,251.23,2009,12,23,0,0.0
16836,20091223,37,2.23,267.07,2009,12,23,0,0.0
16837,20091223,38,2.34,282.63,2009,12,23,0,0.0
16838,20091223,39,2.65,293.37,2009,12,23,0,0.0
16839,20091223,40,3.01,298.77,2009,12,23,0,0.0
16840,20091223,41,3.31,300.06,2009,12,23,0,0.0
16841,20091223,42,3.45,297.99,2009,12,23,0,0.015
16842,20091223,43,3.43,292.82,2009,12,23,0,0.09
16843,20091223,44,3.4,286.45,2009,12,23,0,0.125
16844,20091223,45,3.48,282.12,2009,12,23,0,0.105
16845,20091223,46,3.74,282.23,2009,12,23,0,0.04
16846,20091223,47,4.16,284.77,2009,12,23,0,0.015
16848,20091223,1,4.22,148.65,2009,12,23,12,0.276
16849,20091223,2,4.88,149.1,2009,12,23,12,0.456
16850,20091223,3,5.53,149.69,2009,12,23,12,0.396
16851,20091223,4,6.06,150.36,2009,12,23,12,0.321
16852,20091223,5,6.3,151.15,2009,12,23,12,0.276
16853,20091223,6,6.07,152.16,2009,12,23,12,0.231
16854,20091223,7,5.27,153.76,2009,12,23,12,0.16
16855,20091223,8,4.2,156.61,2009,12,23,12,0.165
16856,20091223,9,3.28,161.5,2009,12,23,12,0.256
16857,20091223,10,2.8,167.84,2009,12,23,12,0.271
16858,20091223,11,2.65,173.82,2009,12,23,12,0.23600000000000002
16859,20091223,12,2.57,179.0,2009,12,23,12,0.261
16860,20091223,13,2.43,184.61,2009,12,23,12,0.251
16861,20091223,14,2.29,191.48,2009,12,23,12,0.256
16862,20091223,15,2.29,198.88,2009,12,23,12,0.175
16863,20091223,16,2.5,204.69,2009,12,23,12,0.05
16864,20091223,17,2.76,208.28,2009,12,23,12,0.03
16865,20091223,18,2.86,210.62,2009,12,23,12,0.055
16866,20091223,19,2.69,213.11,2009,12,23,12,0.005
16867,20091223,20,2.42,217.62,2009,12,23,12,0.0
16868,20091223,21,2.33,225.49,2009,12,23,12,0.0
16869,20091223,22,2.62,234.36,2009,12,23,12,0.0
16870,20091223,23,3.02,241.44,2009,12,23,12,0.0
16871,20091223,24,3.14,248.17,2009,12,23,12,0.0
16872,20091223,25,2.78,258.38,2009,12,23,12,0.0
16873,20091223,26,2.37,275.3,2009,12,23,12,0.0
16874,20091223,27,2.39,293.14,2009,12,23,12,0.0
16875,20091223,28,2.87,299.42,2009,12,23,12,0.0
16876,20091223,29,3.43,298.03,2009,12,23,12,0.0
16877,20091223,30,3.77,294.67,2009,12,23,12,0.015
16878,20091223,31,3.7,291.3,2009,12,23,12,0.09
16879,20091223,32,3.45,287.95,2009,12,23,12,0.125
16880,20091223,33,3.36,285.49,2009,12,23,12,0.105
16881,20091223,34,3.65,285.21,2009,12,23,12,0.04
16882,20091223,35,4.22,286.17,2009,12,23,12,0.015
16884,20091223,37,5.4,287.4,2009,12,23,12,0.015
16885,20091223,38,5.83,287.43,2009,12,23,12,0.015
16886,20091223,39,6.15,287.44,2009,12,23,12,0.025
16887,20091223,40,6.39,287.64,2009,12,23,12,0.025
16888,20091223,41,6.54,288.14,2009,12,23,12,0.02
16889,20091223,42,6.58,289.03,2009,12,23,12,0.025
16890,20091223,43,6.53,290.38,2009,12,23,12,0.035
16891,20091223,44,6.42,291.87,2009,12,23,12,0.045
16892,20091223,45,6.33,293.08,2009,12,23,12,0.08
16893,20091223,46,6.29,293.7,2009,12,23,12,0.125
16894,20091223,47,6.4,294.22,2009,12,23,12,0.15
16895,20091223,48,6.76,295.28,2009,12,23,12,0.155
16896,20091224,1,2.41,181.95,2009,12,24,0,0.251
16897,20091224,2,2.55,193.63,2009,12,24,0,0.256
16898,20091224,3,2.84,201.98,2009,12,24,0,0.175
16899,20091224,4,3.17,207.51,2009,12,24,0,0.05
16900,20091224,5,3.42,211.34,2009,12,24,0,0.03
16901,20091224,6,3.47,214.64,2009,12,24,0,0.055
16902,20091224,7,3.27,218.68,2009,12,24,0,0.005
16903,20091224,8,2.96,225.0,2009,12,24,0,0.0
16904,20091224,9,2.78,234.59,2009,12,24,0,0.0
16905,20091224,10,2.89,245.46,2009,12,24,0,0.0
16906,20091224,11,3.13,253.91,2009,12,24,0,0.0
16907,20091224,12,3.22,259.36,2009,12,24,0,0.0
16908,20091224,13,2.98,263.14,2009,12,24,0,0.0
16909,20091224,14,2.58,268.19,2009,12,24,0,0.0
16910,20091224,15,2.33,277.6,2009,12,24,0,0.0
16911,20091224,16,2.5,289.65,2009,12,24,0,0.0
16912,20091224,17,2.92,297.17,2009,12,24,0,0.0
16913,20091224,18,3.25,298.62,2009,12,24,0,0.015
16914,20091224,19,3.28,294.64,2009,12,24,0,0.09
16915,20091224,20,3.18,287.84,2009,12,24,0,0.125
16916,20091224,21,3.2,282.46,2009,12,24,0,0.105
16917,20091224,22,3.43,282.4,2009,12,24,0,0.04
16918,20091224,23,3.84,285.44,2009,12,24,0,0.015
16920,20091224,25,4.94,289.67,2009,12,24,0,0.015
16921,20091224,26,5.5,290.03,2009,12,24,0,0.015
16922,20091224,27,6.0,290.23,2009,12,24,0,0.025
16923,20091224,28,6.4,290.68,2009,12,24,0,0.025
16924,20091224,29,6.69,291.35,2009,12,24,0,0.02
16925,20091224,30,6.83,292.14,2009,12,24,0,0.025
16926,20091224,31,6.84,292.92,2009,12,24,0,0.035
16927,20091224,32,6.74,293.39,2009,12,24,0,0.045
16928,20091224,33,6.6,293.13,2009,12,24,0,0.08
16929,20091224,34,6.48,291.96,2009,12,24,0,0.125
16930,20091224,35,6.5,290.92,2009,12,24,0,0.15
16931,20091224,36,6.78,291.4,2009,12,24,0,0.155
16932,20091224,37,7.39,293.89,2009,12,24,0,0.155
16933,20091224,38,8.14,296.8,2009,12,24,0,0.21100000000000002
16934,20091224,39,8.79,298.82,2009,12,24,0,0.47100000000000003
16935,20091224,40,9.12,299.45,2009,12,24,0,0.591
16936,20091224,41,9.14,299.16,2009,12,24,0,0.732
16937,20091224,42,8.92,298.45,2009,12,24,0,0.8420000000000001
16938,20091224,43,8.55,297.77,2009,12,24,0,0.897
16939,20091224,44,8.12,297.47,2009,12,24,0,0.897
16940,20091224,45,7.74,297.98,2009,12,24,0,0.917
16941,20091224,46,7.48,299.57,2009,12,24,0,0.872
16942,20091224,47,7.34,301.64,2009,12,24,0,0.872
16944,20091224,1,1.81,255.55,2009,12,24,12,0.251
16945,20091224,2,2.12,266.89,2009,12,24,12,0.256
16946,20091224,3,2.65,278.77,2009,12,24,12,0.175
16947,20091224,4,3.31,287.52,2009,12,24,12,0.05
16948,20091224,5,3.91,292.53,2009,12,24,12,0.03
16949,20091224,6,4.19,294.23,2009,12,24,12,0.055
16950,20091224,7,4.0,292.81,2009,12,24,12,0.005
16951,20091224,8,3.61,289.61,2009,12,24,12,0.0
16952,20091224,9,3.33,287.23,2009,12,24,12,0.0
16953,20091224,10,3.39,288.63,2009,12,24,12,0.0
16954,20091224,11,3.77,291.49,2009,12,24,12,0.0
16955,20091224,12,4.36,292.59,2009,12,24,12,0.0
16956,20091224,13,5.04,291.13,2009,12,24,12,0.015
16957,20091224,14,5.67,289.35,2009,12,24,12,0.015
16958,20091224,15,6.13,289.07,2009,12,24,12,0.025
16959,20091224,16,6.32,291.09,2009,12,24,12,0.025
16960,20091224,17,6.32,294.25,2009,12,24,12,0.02
16961,20091224,18,6.26,296.86,2009,12,24,12,0.025
16962,20091224,19,6.2,297.55,2009,12,24,12,0.035
16963,20091224,20,6.17,296.86,2009,12,24,12,0.045
16964,20091224,21,6.16,295.87,2009,12,24,12,0.08
16965,20091224,22,6.2,295.46,2009,12,24,12,0.125
16966,20091224,23,6.34,295.7,2009,12,24,12,0.15
16967,20091224,24,6.63,296.38,2009,12,24,12,0.155
16968,20091224,25,7.12,297.3,2009,12,24,12,0.155
16969,20091224,26,7.7,298.29,2009,12,24,12,0.21100000000000002
16970,20091224,27,8.23,299.33,2009,12,24,12,0.47100000000000003
16971,20091224,28,8.59,300.37,2009,12,24,12,0.591
16972,20091224,29,8.74,301.17,2009,12,24,12,0.732
16973,20091224,30,8.65,301.44,2009,12,24,12,0.8420000000000001
16974,20091224,31,8.34,300.94,2009,12,24,12,0.897
16975,20091224,32,7.94,300.11,2009,12,24,12,0.897
16976,20091224,33,7.63,299.62,2009,12,24,12,0.917
16977,20091224,34,7.53,300.09,2009,12,24,12,0.872
16978,20091224,35,7.56,301.16,2009,12,24,12,0.872
16980,20091224,37,7.49,302.92,2009,12,24,12,0.917
16981,20091224,38,7.32,303.3,2009,12,24,12,0.927
16982,20091224,39,7.14,303.58,2009,12,24,12,0.917
16983,20091224,40,6.98,303.9,2009,12,24,12,0.892
16984,20091224,41,6.81,304.21,2009,12,24,12,0.8220000000000001
16985,20091224,42,6.54,304.37,2009,12,24,12,0.747
16986,20091224,43,6.14,304.32,2009,12,24,12,0.727
16987,20091224,44,5.73,304.21,2009,12,24,12,0.591
16988,20091224,45,5.47,304.31,2009,12,24,12,0.516
16989,20091224,46,5.46,304.91,2009,12,24,12,0.491
16990,20091224,47,5.47,306.08,2009,12,24,12,0.466
16991,20091224,48,5.21,308.07,2009,12,24,12,0.366
16992,20091225,1,5.27,287.99,2009,12,25,0,0.015
16993,20091225,2,5.67,287.15,2009,12,25,0,0.015
16994,20091225,3,5.99,287.66,2009,12,25,0,0.025
16995,20091225,4,6.23,288.98,2009,12,25,0,0.025
16996,20091225,5,6.42,290.75,2009,12,25,0,0.02
16997,20091225,6,6.56,292.64,2009,12,25,0,0.025
16998,20091225,7,6.67,294.36,2009,12,25,0,0.035
16999,20091225,8,6.73,295.67,2009,12,25,0,0.045
17000,20091225,9,6.73,296.34,2009,12,25,0,0.08
17001,20091225,10,6.68,296.2,2009,12,25,0,0.125
17002,20091225,11,6.69,295.57,2009,12,25,0,0.15
17003,20091225,12,6.89,294.89,2009,12,25,0,0.155
17004,20091225,13,7.36,294.61,2009,12,25,0,0.155
17005,20091225,14,7.93,294.92,2009,12,25,0,0.21100000000000002
