,hors,ws,wd,anno,mes,dia,horsObs,wp1
1343,48,4.05,80.76,2009,7,14,12,0.261
1344,1,3.53,113.56,2009,7,15,0,0.075
1345,2,3.46,104.61,2009,7,15,0,0.065
1346,3,3.29,94.7,2009,7,15,0,0.04
1347,4,3.11,83.45,2009,7,15,0,0.05
1348,5,3.0,71.62,2009,7,15,0,0.065
1349,6,3.0,61.11,2009,7,15,0,0.08
1350,7,3.07,53.65,2009,7,15,0,0.04
1351,8,3.19,48.97,2009,7,15,0,0.06
1352,9,3.32,46.19,2009,7,15,0,0.135
1353,10,3.47,44.25,2009,7,15,0,0.115
1354,11,3.59,41.14,2009,7,15,0,0.12
1355,12,3.65,34.67,2009,7,15,0,0.1
1356,13,3.74,23.59,2009,7,15,0,0.09
1357,14,4.03,11.43,2009,7,15,0,0.04
1358,15,4.53,2.85,2009,7,15,0,0.135
1359,16,5.12,359.73,2009,7,15,0,0.21600000000000003
1360,17,5.6,0.59,2009,7,15,0,0.226
1361,18,5.87,4.23,2009,7,15,0,0.21100000000000002
1362,19,5.9,10.01,2009,7,15,0,0.201
1363,20,5.8,16.13,2009,7,15,0,0.306
1364,21,5.67,19.94,2009,7,15,0,0.271
1365,22,5.49,19.56,2009,7,15,0,0.316
1366,23,5.25,18.23,2009,7,15,0,0.371
1368,25,4.53,33.31,2009,7,15,0,0.366
1369,26,4.43,50.57,2009,7,15,0,0.366
1370,27,4.47,64.89,2009,7,15,0,0.366
1371,28,4.17,72.74,2009,7,15,0,0.406
1372,29,3.54,75.62,2009,7,15,0,0.35600000000000004
1373,30,2.85,73.23,2009,7,15,0,0.281
1374,31,2.42,64.93,2009,7,15,0,0.326
1375,32,2.35,57.41,2009,7,15,0,0.47100000000000003
1376,33,2.57,60.05,2009,7,15,0,0.431
1377,34,3.08,73.36,2009,7,15,0,0.165
1378,35,3.82,87.26,2009,7,15,0,0.256
1379,36,4.41,98.14,2009,7,15,0,0.261
1380,37,4.52,107.47,2009,7,15,0,0.17
1381,38,4.34,115.55,2009,7,15,0,0.115
1382,39,4.14,119.54,2009,7,15,0,0.145
1383,40,4.1,115.89,2009,7,15,0,0.145
1384,41,4.3,107.18,2009,7,15,0,0.165
1385,42,4.76,98.4,2009,7,15,0,0.201
1386,43,5.34,92.77,2009,7,15,0,0.261
1387,44,5.67,90.43,2009,7,15,0,0.20600000000000002
1388,45,5.43,91.22,2009,7,15,0,0.251
1389,46,4.45,96.44,2009,7,15,0,0.256
1390,47,3.16,109.17,2009,7,15,0,0.391
1392,1,3.87,20.35,2009,7,15,12,0.075
1393,2,4.22,12.07,2009,7,15,12,0.065
1394,3,4.67,8.56,2009,7,15,12,0.04
1395,4,5.11,7.84,2009,7,15,12,0.05
1396,5,5.45,8.07,2009,7,15,12,0.065
1397,6,5.62,7.84,2009,7,15,12,0.08
1398,7,5.57,6.36,2009,7,15,12,0.04
1399,8,5.34,4.48,2009,7,15,12,0.06
1400,9,5.0,3.66,2009,7,15,12,0.135
1401,10,4.61,5.34,2009,7,15,12,0.115
1402,11,4.25,9.16,2009,7,15,12,0.12
1403,12,3.99,13.74,2009,7,15,12,0.1
1404,13,3.84,17.5,2009,7,15,12,0.366
1405,14,3.72,20.91,2009,7,15,12,0.366
1406,15,3.53,25.53,2009,7,15,12,0.366
1407,16,3.23,33.08,2009,7,15,12,0.406
1408,17,2.94,42.67,2009,7,15,12,0.35600000000000004
1409,18,2.71,51.21,2009,7,15,12,0.281
1410,19,2.53,55.66,2009,7,15,12,0.326
1411,20,2.48,59.08,2009,7,15,12,0.47100000000000003
1412,21,2.73,65.86,2009,7,15,12,0.431
1413,22,3.41,75.81,2009,7,15,12,0.165
1414,23,4.25,84.93,2009,7,15,12,0.256
1415,24,4.81,93.74,2009,7,15,12,0.261
1416,25,4.86,104.54,2009,7,15,12,0.17
1417,26,4.76,115.9,2009,7,15,12,0.115
1418,27,4.77,122.47,2009,7,15,12,0.145
1419,28,4.94,119.59,2009,7,15,12,0.145
1420,29,5.23,110.97,2009,7,15,12,0.165
1421,30,5.56,101.65,2009,7,15,12,0.201
1422,31,5.71,94.35,2009,7,15,12,0.261
1423,32,5.54,89.52,2009,7,15,12,0.20600000000000002
1424,33,4.94,87.88,2009,7,15,12,0.251
1425,34,3.89,91.46,2009,7,15,12,0.256
1426,35,2.72,103.51,2009,7,15,12,0.391
1428,37,1.73,160.37,2009,7,15,12,0.15
1429,38,1.9,179.5,2009,7,15,12,0.135
1430,39,2.05,187.11,2009,7,15,12,0.145
1431,40,2.07,187.5,2009,7,15,12,0.20600000000000002
1432,41,1.91,184.25,2009,7,15,12,0.135
1433,42,1.54,179.73,2009,7,15,12,0.02
1434,43,0.92,175.28,2009,7,15,12,0.0
1435,44,0.12,152.99,2009,7,15,12,0.0
1436,45,0.78,356.78,2009,7,15,12,0.0
1437,46,1.65,354.57,2009,7,15,12,0.0
1438,47,2.35,359.18,2009,7,15,12,0.03
1439,48,2.87,12.4,2009,7,15,12,0.02
1440,1,4.66,6.5,2009,7,16,0,0.366
1441,2,4.35,8.68,2009,7,16,0,0.366
1442,3,3.97,16.34,2009,7,16,0,0.366
1443,4,3.65,29.27,2009,7,16,0,0.406
1444,5,3.55,44.98,2009,7,16,0,0.35600000000000004
1445,6,3.65,59.21,2009,7,16,0,0.281
1446,7,3.76,69.88,2009,7,16,0,0.326
1447,8,3.82,79.15,2009,7,16,0,0.47100000000000003
1448,9,3.88,89.41,2009,7,16,0,0.431
1449,10,4.09,101.19,2009,7,16,0,0.165
1450,11,4.46,111.29,2009,7,16,0,0.256
1451,12,4.89,117.15,2009,7,16,0,0.261
1452,13,5.22,118.23,2009,7,16,0,0.17
1453,14,5.46,116.18,2009,7,16,0,0.115
1454,15,5.69,112.63,2009,7,16,0,0.145
1455,16,5.95,108.8,2009,7,16,0,0.145
1456,17,6.16,105.0,2009,7,16,0,0.165
1457,18,6.19,101.04,2009,7,16,0,0.201
1458,19,5.98,96.73,2009,7,16,0,0.261
1459,20,5.54,92.91,2009,7,16,0,0.20600000000000002
1460,21,4.89,91.24,2009,7,16,0,0.251
1461,22,4.07,94.11,2009,7,16,0,0.256
1462,23,3.15,102.97,2009,7,16,0,0.391
1464,25,1.67,152.86,2009,7,16,0,0.15
1465,26,1.75,188.3,2009,7,16,0,0.135
1466,27,2.11,203.41,2009,7,16,0,0.145
1467,28,2.3,201.23,2009,7,16,0,0.20600000000000002
1468,29,2.24,191.68,2009,7,16,0,0.135
1469,30,1.91,180.67,2009,7,16,0,0.02
1470,31,1.18,170.09,2009,7,16,0,0.0
1471,32,0.24,125.66,2009,7,16,0,0.0
1472,33,0.92,359.11,2009,7,16,0,0.0
1473,34,1.84,349.38,2009,7,16,0,0.0
1474,35,2.53,349.66,2009,7,16,0,0.03
1475,36,2.98,0.41,2009,7,16,0,0.02
1476,37,3.53,21.83,2009,7,16,0,0.035
1477,38,4.52,41.62,2009,7,16,0,0.065
1478,39,5.59,53.91,2009,7,16,0,0.045
1479,40,6.19,61.04,2009,7,16,0,0.06
1480,41,6.22,67.48,2009,7,16,0,0.08
1481,42,5.83,76.96,2009,7,16,0,0.15
1482,43,5.37,92.4,2009,7,16,0,0.13
1483,44,5.16,111.11,2009,7,16,0,0.04
1484,45,5.05,127.89,2009,7,16,0,0.025
1485,46,4.62,141.04,2009,7,16,0,0.015
1486,47,3.9,152.53,2009,7,16,0,0.01
1488,1,5.24,123.25,2009,7,16,12,0.366
1489,2,5.43,121.47,2009,7,16,12,0.366
1490,3,5.71,115.55,2009,7,16,12,0.366
1491,4,6.08,107.99,2009,7,16,12,0.406
1492,5,6.41,100.87,2009,7,16,12,0.35600000000000004
1493,6,6.5,95.26,2009,7,16,12,0.281
1494,7,6.13,91.42,2009,7,16,12,0.326
1495,8,5.37,89.08,2009,7,16,12,0.47100000000000003
1496,9,4.35,88.68,2009,7,16,12,0.431
1497,10,3.23,92.0,2009,7,16,12,0.165
1498,11,2.27,102.51,2009,7,16,12,0.256
1499,12,1.79,122.7,2009,7,16,12,0.261
1500,13,1.88,140.47,2009,7,16,12,0.15
1501,14,2.16,149.83,2009,7,16,12,0.135
1502,15,2.28,157.97,2009,7,16,12,0.145
1503,16,2.13,171.74,2009,7,16,12,0.20600000000000002
1504,17,1.85,190.57,2009,7,16,12,0.135
1505,18,1.46,211.4,2009,7,16,12,0.02
1506,19,0.82,242.67,2009,7,16,12,0.0
1507,20,0.8,324.4,2009,7,16,12,0.0
1508,21,1.73,350.72,2009,7,16,12,0.0
1509,22,2.66,351.95,2009,7,16,12,0.0
1510,23,3.35,350.95,2009,7,16,12,0.03
1511,24,3.63,353.47,2009,7,16,12,0.02
1512,25,3.46,3.42,2009,7,16,12,0.035
1513,26,3.22,21.91,2009,7,16,12,0.065
1514,27,3.36,44.46,2009,7,16,12,0.045
1515,28,3.91,62.15,2009,7,16,12,0.06
1516,29,4.59,73.86,2009,7,16,12,0.08
1517,30,5.19,82.2,2009,7,16,12,0.15
1518,31,5.56,89.23,2009,7,16,12,0.13
1519,32,5.62,96.29,2009,7,16,12,0.04
1520,33,5.34,104.82,2009,7,16,12,0.025
1521,34,4.78,116.59,2009,7,16,12,0.015
1522,35,4.2,131.09,2009,7,16,12,0.01
1524,37,3.21,151.56,2009,7,16,12,0.03
1525,38,2.63,152.13,2009,7,16,12,0.095
1526,39,2.15,146.67,2009,7,16,12,0.08
1527,40,1.94,138.05,2009,7,16,12,0.175
1528,41,1.99,130.04,2009,7,16,12,0.18
1529,42,2.17,124.67,2009,7,16,12,0.1
1530,43,2.39,121.39,2009,7,16,12,0.07
1531,44,2.69,117.83,2009,7,16,12,0.075
1532,45,3.14,112.46,2009,7,16,12,0.1
1533,46,3.81,106.0,2009,7,16,12,0.055
1534,47,4.52,101.53,2009,7,16,12,0.1
1535,48,5.03,100.31,2009,7,16,12,0.075
1536,1,2.67,116.53,2009,7,17,0,0.15
1537,2,2.4,127.63,2009,7,17,0,0.135
1538,3,2.22,143.38,2009,7,17,0,0.145
1539,4,2.16,160.33,2009,7,17,0,0.20600000000000002
1540,5,2.06,174.19,2009,7,17,0,0.135
1541,6,1.63,184.47,2009,7,17,0,0.02
1542,7,0.7,197.32,2009,7,17,0,0.0
1543,8,0.61,350.01,2009,7,17,0,0.0
1544,9,1.87,2.22,2009,7,17,0,0.0
1545,10,2.86,4.99,2009,7,17,0,0.0
1546,11,3.51,7.51,2009,7,17,0,0.03
1547,12,3.8,11.63,2009,7,17,0,0.02
1548,13,3.79,18.43,2009,7,17,0,0.035
1549,14,3.66,26.39,2009,7,17,0,0.065
1550,15,3.54,32.16,2009,7,17,0,0.045
1551,16,3.46,32.74,2009,7,17,0,0.06
1552,17,3.34,30.87,2009,7,17,0,0.08
1553,18,3.1,31.14,2009,7,17,0,0.15
1554,19,2.68,38.57,2009,7,17,0,0.13
1555,20,2.2,56.24,2009,7,17,0,0.04
1556,21,1.95,86.63,2009,7,17,0,0.025
1557,22,2.2,120.54,2009,7,17,0,0.015
1558,23,2.82,141.46,2009,7,17,0,0.01
1560,25,3.15,151.02,2009,7,17,0,0.03
1561,26,2.72,145.92,2009,7,17,0,0.095
1562,27,2.3,136.22,2009,7,17,0,0.08
1563,28,2.13,126.28,2009,7,17,0,0.175
1564,29,2.15,119.35,2009,7,17,0,0.18
1565,30,2.26,115.68,2009,7,17,0,0.1
1566,31,2.42,113.92,2009,7,17,0,0.07
1567,32,2.72,112.16,2009,7,17,0,0.075
1568,33,3.29,109.29,2009,7,17,0,0.1
1569,34,4.19,105.88,2009,7,17,0,0.055
1570,35,5.17,103.77,2009,7,17,0,0.1
1571,36,5.84,103.48,2009,7,17,0,0.075
1572,37,5.98,105.08,2009,7,17,0,0.09
1573,38,5.81,107.52,2009,7,17,0,0.11
1574,39,5.69,109.12,2009,7,17,0,0.175
1575,40,5.86,108.39,2009,7,17,0,0.185
1576,41,6.26,106.5,2009,7,17,0,0.256
1577,42,6.75,105.04,2009,7,17,0,0.23600000000000002
1578,43,7.15,104.8,2009,7,17,0,0.29600000000000004
1579,44,7.34,105.08,2009,7,17,0,0.331
1580,45,7.15,105.01,2009,7,17,0,0.451
1581,46,6.52,103.89,2009,7,17,0,0.381
1582,47,5.6,101.74,2009,7,17,0,0.386
1584,1,3.64,46.57,2009,7,17,12,0.15
1585,2,4.11,57.59,2009,7,17,12,0.135
1586,3,4.27,62.24,2009,7,17,12,0.145
1587,4,4.11,63.79,2009,7,17,12,0.20600000000000002
1588,5,3.67,63.55,2009,7,17,12,0.135
1589,6,3.05,62.2,2009,7,17,12,0.02
1590,7,2.3,60.94,2009,7,17,12,0.0
1591,8,1.48,65.91,2009,7,17,12,0.0
1592,9,0.88,106.84,2009,7,17,12,0.0
1593,10,1.59,159.18,2009,7,17,12,0.0
1594,11,2.77,169.49,2009,7,17,12,0.03
1595,12,3.52,170.2,2009,7,17,12,0.02
1596,13,3.5,166.86,2009,7,17,12,0.03
1597,14,3.02,159.52,2009,7,17,12,0.095
1598,15,2.55,148.2,2009,7,17,12,0.08
1599,16,2.42,137.5,2009,7,17,12,0.175
1600,17,2.53,130.36,2009,7,17,12,0.18
1601,18,2.75,125.58,2009,7,17,12,0.1
1602,19,3.0,121.18,2009,7,17,12,0.07
1603,20,3.31,116.65,2009,7,17,12,0.075
1604,21,3.73,112.09,2009,7,17,12,0.1
1605,22,4.29,108.01,2009,7,17,12,0.055
1606,23,4.89,105.41,2009,7,17,12,0.1
1607,24,5.37,104.8,2009,7,17,12,0.075
1608,25,5.65,106.12,2009,7,17,12,0.09
1609,26,5.83,107.86,2009,7,17,12,0.11
1610,27,6.01,108.28,2009,7,17,12,0.175
1611,28,6.27,106.36,2009,7,17,12,0.185
1612,29,6.56,103.3,2009,7,17,12,0.256
1613,30,6.73,100.49,2009,7,17,12,0.23600000000000002
1614,31,6.69,98.73,2009,7,17,12,0.29600000000000004
1615,32,6.5,97.92,2009,7,17,12,0.331
1616,33,6.29,97.96,2009,7,17,12,0.451
1617,34,6.13,98.67,2009,7,17,12,0.381
1618,35,5.93,99.46,2009,7,17,12,0.386
1620,37,4.94,98.43,2009,7,17,12,0.261
1621,38,4.26,95.85,2009,7,17,12,0.17
1622,39,3.79,92.59,2009,7,17,12,0.195
1623,40,3.69,90.28,2009,7,17,12,0.20600000000000002
1624,41,3.79,89.4,2009,7,17,12,0.20600000000000002
1625,42,3.85,89.36,2009,7,17,12,0.24600000000000002
1626,43,3.74,89.69,2009,7,17,12,0.29100000000000004
1627,44,3.62,90.71,2009,7,17,12,0.311
1628,45,3.76,92.74,2009,7,17,12,0.256
1629,46,4.33,95.37,2009,7,17,12,0.276
1630,47,5.05,98.07,2009,7,17,12,0.316
1631,48,5.54,101.15,2009,7,17,12,0.316
1632,1,2.84,153.37,2009,7,18,0,0.03
1633,2,3.05,150.5,2009,7,18,0,0.095
1634,3,3.07,145.21,2009,7,18,0,0.08
1635,4,2.98,137.72,2009,7,18,0,0.175
1636,5,2.85,129.08,2009,7,18,0,0.18
1637,6,2.68,120.78,2009,7,18,0,0.1
1638,7,2.49,113.99,2009,7,18,0,0.07
1639,8,2.45,108.24,2009,7,18,0,0.075
1640,9,2.79,104.12,2009,7,18,0,0.1
1641,10,3.67,102.35,2009,7,18,0,0.055
1642,11,4.77,102.16,2009,7,18,0,0.1
1643,12,5.68,102.66,2009,7,18,0,0.075
1644,13,6.09,103.46,2009,7,18,0,0.09
1645,14,6.15,103.9,2009,7,18,0,0.11
1646,15,6.08,103.14,2009,7,18,0,0.175
1647,16,6.11,100.63,2009,7,18,0,0.185
1648,17,6.3,97.52,2009,7,18,0,0.256
1649,18,6.68,95.34,2009,7,18,0,0.23600000000000002
1650,19,7.19,94.93,2009,7,18,0,0.29600000000000004
1651,20,7.57,95.61,2009,7,18,0,0.331
1652,21,7.5,96.63,2009,7,18,0,0.451
1653,22,6.81,97.64,2009,7,18,0,0.381
1654,23,5.73,98.56,2009,7,18,0,0.386
1656,25,3.83,98.39,2009,7,18,0,0.261
1657,26,3.34,96.6,2009,7,18,0,0.17
1658,27,3.14,94.58,2009,7,18,0,0.195
1659,28,3.18,93.41,2009,7,18,0,0.20600000000000002
1660,29,3.3,92.82,2009,7,18,0,0.20600000000000002
1661,30,3.33,92.0,2009,7,18,0,0.24600000000000002
1662,31,3.18,90.49,2009,7,18,0,0.29100000000000004
1663,32,3.09,89.7,2009,7,18,0,0.311
1664,33,3.38,91.79,2009,7,18,0,0.256
1665,34,4.25,96.27,2009,7,18,0,0.276
1666,35,5.27,100.33,2009,7,18,0,0.316
1667,36,5.86,103.74,2009,7,18,0,0.316
1668,37,5.6,107.34,2009,7,18,0,0.226
1669,38,4.83,111.21,2009,7,18,0,0.21100000000000002
1670,39,4.01,113.69,2009,7,18,0,0.271
1671,40,3.52,111.33,2009,7,18,0,0.226
1672,41,3.36,104.75,2009,7,18,0,0.125
1673,42,3.44,97.79,2009,7,18,0,0.095
1674,43,3.56,93.32,2009,7,18,0,0.05
1675,44,3.55,91.07,2009,7,18,0,0.105
1676,45,3.23,90.08,2009,7,18,0,0.095
1677,46,2.53,90.08,2009,7,18,0,0.055
1678,47,1.75,94.37,2009,7,18,0,0.01
1680,1,6.02,106.54,2009,7,18,12,0.03
1681,2,6.31,108.06,2009,7,18,12,0.095
1682,3,6.4,108.84,2009,7,18,12,0.08
1683,4,6.34,108.98,2009,7,18,12,0.175
1684,5,6.25,108.35,2009,7,18,12,0.18
1685,6,6.25,106.76,2009,7,18,12,0.1
1686,7,6.42,104.36,2009,7,18,12,0.07
1687,8,6.57,101.94,2009,7,18,12,0.075
1688,9,6.47,100.12,2009,7,18,12,0.1
1689,10,5.92,99.13,2009,7,18,12,0.055
1690,11,5.09,98.56,2009,7,18,12,0.1
1691,12,4.25,97.8,2009,7,18,12,0.075
1692,13,3.6,96.14,2009,7,18,12,0.261
1693,14,3.19,93.9,2009,7,18,12,0.17
1694,15,3.01,92.18,2009,7,18,12,0.195
1695,16,3.04,91.95,2009,7,18,12,0.20600000000000002
1696,17,3.14,92.41,2009,7,18,12,0.20600000000000002
1697,18,3.16,92.41,2009,7,18,12,0.24600000000000002
1698,19,3.03,91.25,2009,7,18,12,0.29100000000000004
1699,20,2.99,90.27,2009,7,18,12,0.311
1700,21,3.34,91.48,2009,7,18,12,0.256
1701,22,4.24,94.82,2009,7,18,12,0.276
1702,23,5.29,98.23,2009,7,18,12,0.316
1703,24,5.89,101.57,2009,7,18,12,0.316
1704,25,5.64,105.71,2009,7,18,12,0.226
1705,26,4.9,110.57,2009,7,18,12,0.21100000000000002
1706,27,4.15,114.07,2009,7,18,12,0.271
1707,28,3.74,112.13,2009,7,18,12,0.226
1708,29,3.68,105.7,2009,7,18,12,0.125
1709,30,3.91,99.23,2009,7,18,12,0.095
1710,31,4.23,95.78,2009,7,18,12,0.05
1711,32,4.41,94.81,2009,7,18,12,0.105
1712,33,4.23,95.37,2009,7,18,12,0.095
1713,34,3.58,97.45,2009,7,18,12,0.055
1714,35,2.76,103.23,2009,7,18,12,0.01
1716,37,2.28,131.29,2009,7,18,12,0.03
1717,38,2.6,138.78,2009,7,18,12,0.055
1718,39,2.62,139.13,2009,7,18,12,0.05
1719,40,2.06,132.15,2009,7,18,12,0.005
1720,41,1.35,111.98,2009,7,18,12,0.0
1721,42,1.05,79.63,2009,7,18,12,0.0
1722,43,1.05,70.28,2009,7,18,12,0.0
1723,44,1.05,79.59,2009,7,18,12,0.015
1724,45,1.03,88.46,2009,7,18,12,0.005
1725,46,0.89,83.04,2009,7,18,12,0.0
1726,47,0.73,65.42,2009,7,18,12,0.0
1727,48,0.63,50.09,2009,7,18,12,0.0
1728,1,3.93,99.6,2009,7,19,0,0.261
1729,2,3.36,99.26,2009,7,19,0,0.17
1730,3,3.21,97.48,2009,7,19,0,0.195
1731,4,3.37,95.21,2009,7,19,0,0.20600000000000002
1732,5,3.66,93.46,2009,7,19,0,0.20600000000000002
1733,6,3.87,92.63,2009,7,19,0,0.24600000000000002
1734,7,3.88,92.87,2009,7,19,0,0.29100000000000004
1735,8,3.87,94.39,2009,7,19,0,0.311
1736,9,4.12,97.15,2009,7,19,0,0.256
1737,10,4.78,100.22,2009,7,19,0,0.276
1738,11,5.55,102.71,2009,7,19,0,0.316
1739,12,6.01,104.72,2009,7,19,0,0.316
1740,13,5.86,106.67,2009,7,19,0,0.226
1741,14,5.33,108.39,2009,7,19,0,0.21100000000000002
1742,15,4.75,108.95,2009,7,19,0,0.271
1743,16,4.39,107.17,2009,7,19,0,0.226
1744,17,4.28,104.14,2009,7,19,0,0.125
1745,18,4.35,102.03,2009,7,19,0,0.095
1746,19,4.49,102.23,2009,7,19,0,0.05
1747,20,4.52,103.85,2009,7,19,0,0.105
1748,21,4.24,105.85,2009,7,19,0,0.095
1749,22,3.55,107.89,2009,7,19,0,0.055
1750,23,2.74,111.16,2009,7,19,0,0.01
1752,25,2.3,123.65,2009,7,19,0,0.03
1753,26,2.63,126.01,2009,7,19,0,0.055
1754,27,2.75,124.29,2009,7,19,0,0.05
1755,28,2.37,117.78,2009,7,19,0,0.005
1756,29,1.77,104.65,2009,7,19,0,0.0
1757,30,1.32,86.02,2009,7,19,0,0.0
1758,31,1.08,75.28,2009,7,19,0,0.0
1759,32,0.91,75.64,2009,7,19,0,0.015
1760,33,0.77,78.05,2009,7,19,0,0.005
1761,34,0.65,68.59,2009,7,19,0,0.0
1762,35,0.6,48.72,2009,7,19,0,0.0
1763,36,0.64,33.26,2009,7,19,0,0.0
1764,37,0.66,29.78,2009,7,19,0,0.0
1765,38,0.63,34.82,2009,7,19,0,0.0
1766,39,0.6,45.01,2009,7,19,0,0.0
1767,40,0.6,55.29,2009,7,19,0,0.0
1768,41,0.62,59.37,2009,7,19,0,0.0
1769,42,0.66,52.6,2009,7,19,0,0.0
1770,43,0.74,35.07,2009,7,19,0,0.015
1771,44,0.87,16.7,2009,7,19,0,0.01
1772,45,0.97,1.24,2009,7,19,0,0.015
1773,46,0.97,345.32,2009,7,19,0,0.0
1774,47,1.01,328.36,2009,7,19,0,0.0
1776,1,5.59,110.66,2009,7,19,12,0.261
1777,2,5.24,111.37,2009,7,19,12,0.17
1778,3,4.89,110.65,2009,7,19,12,0.195
1779,4,4.57,108.93,2009,7,19,12,0.20600000000000002
1780,5,4.34,107.23,2009,7,19,12,0.20600000000000002
1781,6,4.26,107.01,2009,7,19,12,0.24600000000000002
1782,7,4.34,109.16,2009,7,19,12,0.29100000000000004
1783,8,4.41,112.4,2009,7,19,12,0.311
1784,9,4.22,115.5,2009,7,19,12,0.256
1785,10,3.61,118.2,2009,7,19,12,0.276
1786,11,2.87,121.79,2009,7,19,12,0.316
1787,12,2.39,127.62,2009,7,19,12,0.316
1788,13,2.45,133.54,2009,7,19,12,0.03
1789,14,2.73,135.41,2009,7,19,12,0.055
1790,15,2.79,132.6,2009,7,19,12,0.05
1791,16,2.38,123.24,2009,7,19,12,0.005
1792,17,1.84,105.04,2009,7,19,12,0.0
1793,18,1.53,83.26,2009,7,19,12,0.0
1794,19,1.37,74.43,2009,7,19,12,0.0
1795,20,1.17,77.66,2009,7,19,12,0.015
1796,21,0.94,83.72,2009,7,19,12,0.005
1797,22,0.68,78.62,2009,7,19,12,0.0
1798,23,0.48,55.05,2009,7,19,12,0.0
1799,24,0.43,26.83,2009,7,19,12,0.0
1800,25,0.39,20.12,2009,7,19,12,0.0
1801,26,0.34,36.04,2009,7,19,12,0.0
1802,27,0.41,61.46,2009,7,19,12,0.0
1803,28,0.61,70.48,2009,7,19,12,0.0
1804,29,0.82,68.73,2009,7,19,12,0.0
1805,30,0.95,61.44,2009,7,19,12,0.0
1806,31,0.99,48.6,2009,7,19,12,0.015
1807,32,0.99,32.55,2009,7,19,12,0.01
1808,33,0.98,17.65,2009,7,19,12,0.015
1809,34,0.92,5.98,2009,7,19,12,0.0
1810,35,0.86,352.51,2009,7,19,12,0.0
1812,37,1.23,320.86,2009,7,19,12,0.035
1813,38,1.65,315.87,2009,7,19,12,0.02
1814,39,2.01,317.63,2009,7,19,12,0.03
1815,40,2.23,324.4,2009,7,19,12,0.03
1816,41,2.38,332.32,2009,7,19,12,0.01
1817,42,2.5,337.41,2009,7,19,12,0.03
1818,43,2.55,337.06,2009,7,19,12,0.055
1819,44,2.57,332.24,2009,7,19,12,0.03
1820,45,2.61,324.61,2009,7,19,12,0.05
1821,46,2.7,316.1,2009,7,19,12,0.08
1822,47,2.87,308.86,2009,7,19,12,0.18
1823,48,3.07,304.51,2009,7,19,12,0.115
1824,1,2.53,145.25,2009,7,20,0,0.03
1825,2,2.85,144.55,2009,7,20,0,0.055
1826,3,2.57,140.51,2009,7,20,0,0.05
1827,4,1.95,131.17,2009,7,20,0,0.005
1828,5,1.36,112.15,2009,7,20,0,0.0
1829,6,1.12,89.08,2009,7,20,0,0.0
1830,7,1.13,85.04,2009,7,20,0,0.0
1831,8,1.16,92.19,2009,7,20,0,0.015
1832,9,1.05,93.88,2009,7,20,0,0.005
1833,10,0.73,70.23,2009,7,20,0,0.0
1834,11,0.76,18.9,2009,7,20,0,0.0
1835,12,1.03,356.05,2009,7,20,0,0.0
1836,13,0.98,354.08,2009,7,20,0,0.0
1837,14,0.71,5.06,2009,7,20,0,0.0
1838,15,0.54,29.22,2009,7,20,0,0.0
1839,16,0.59,38.88,2009,7,20,0,0.0
1840,17,0.74,30.19,2009,7,20,0,0.0
1841,18,0.94,16.67,2009,7,20,0,0.0
1842,19,1.16,4.23,2009,7,20,0,0.015
1843,20,1.35,354.17,2009,7,20,0,0.01
1844,21,1.4,345.76,2009,7,20,0,0.015
1845,22,1.3,336.96,2009,7,20,0,0.0
1846,23,1.2,325.47,2009,7,20,0,0.0
1848,25,1.7,310.83,2009,7,20,0,0.035
1849,26,2.18,312.7,2009,7,20,0,0.02
1850,27,2.48,318.05,2009,7,20,0,0.03
1851,28,2.5,326.95,2009,7,20,0,0.03
1852,29,2.39,336.03,2009,7,20,0,0.01
1853,30,2.27,338.15,2009,7,20,0,0.03
1854,31,2.26,326.95,2009,7,20,0,0.055
1855,32,2.49,310.48,2009,7,20,0,0.03
1856,33,2.85,299.37,2009,7,20,0,0.05
1857,34,3.06,295.68,2009,7,20,0,0.08
1858,35,3.12,295.63,2009,7,20,0,0.18
1859,36,3.19,296.06,2009,7,20,0,0.115
1860,37,3.36,295.08,2009,7,20,0,0.06
1861,38,3.61,294.42,2009,7,20,0,0.045
1862,39,3.85,296.13,2009,7,20,0,0.12
1863,40,4.04,301.12,2009,7,20,0,0.085
1864,41,4.27,307.29,2009,7,20,0,0.06
1865,42,4.6,311.95,2009,7,20,0,0.025
1866,43,4.97,313.59,2009,7,20,0,0.01
1867,44,5.17,313.49,2009,7,20,0,0.065
1868,45,4.95,313.07,2009,7,20,0,0.14
1869,46,4.17,313.19,2009,7,20,0,0.1
1870,47,3.19,313.04,2009,7,20,0,0.05
1872,1,0.75,45.87,2009,7,20,12,0.03
1873,2,0.72,68.11,2009,7,20,12,0.055
1874,3,0.73,65.94,2009,7,20,12,0.05
1875,4,0.79,47.27,2009,7,20,12,0.005
1876,5,1.01,26.42,2009,7,20,12,0.0
1877,6,1.37,13.84,2009,7,20,12,0.0
1878,7,1.76,8.21,2009,7,20,12,0.0
1879,8,2.04,5.32,2009,7,20,12,0.015
1880,9,2.11,2.64,2009,7,20,12,0.005
1881,10,1.9,358.21,2009,7,20,12,0.0
1882,11,1.52,349.57,2009,7,20,12,0.0
1883,12,1.11,331.44,2009,7,20,12,0.0
1884,13,0.94,300.61,2009,7,20,12,0.035
1885,14,1.1,279.31,2009,7,20,12,0.02
1886,15,1.35,281.09,2009,7,20,12,0.03
1887,16,1.7,298.59,2009,7,20,12,0.03
